question,answer,split
כיצד משפיעה טענת ההגנה העצמית על ההבנה של תופעת החזקת נשק בקרב בני שבטים מסוכסכים?,"אף אם אצא מנקודת הנחה לפיה הוחזק הנשק על ידי הנאשמים כהגנה עצמית על רקע מנהגי המסורת הבדואית, לפיה הפכו גם הם להיות מועמדים לפגיעה, כטענת סניגוריהם, הרי שדווקא היא הנותנת, ויש חובה כפולה מצד בתי המשפט לתרום תרומתם לחיסול ולפחות לצמצום תופעה פסולה זו, בה בני שבטים מסוכסכים מחסלים חשבונות ופוגעים ביריביהם במסגרת עשיית דין והתחשבנות עצמית, בבחינת לית דין ולית דיין.",train
מהו ההיבט המרכזי בהבאת כמות הסם שהשפיע על החמרת הענישה?,"משנה תוקף יש לאמור, נוכח הכמות העצומה שיובאה (2,308 ג' ו של סם מסוכן מסוג קוקאין), שהיא פי 7,693 מהכמות המוגדרת שלא לצריכה עצמית (0.3 ג') וההשלכות ההרסניות שיש ליבוא הסם האמור על הציבור וההצפה הנוראית הצפויה ממנו.",train
מהו המשמעות של אי צירוף תיקים נוספים על היקף הענישה בתיק הנוכחי?,"עוד אציין, כי העובדה כי הנאשם בחר שלא לצרף תיקים באותו מועד בפני כב' השופט מגד, יכולה ללמד על היקף הענישה המקילה בתיק הנ\ל, ואין עניין זה מלמד על רצון להימנע מהרשעה דווקא, על אף הידיעה כי קיים תיק נוסף כנגד הנאשם.""",train
מהו האינטרס המועדף בפסיקה כאשר מדובר בעבירות סמים?,"בהתאם לפסיקה הנוגעת לעניין זה, הרי שככלל יש להעדיף את האינטרס הציבורי על פני נסיבותיו האישיות של הנאשם.",train
מהו הערך העליון שמציין השופט בנוגע לאיכות חייהן וכבודן של נשים בחברה?,"איכות חייהן וכבודן של נשים בחברתנו, הינם לדעתי ערך עליון ועל כן יש להעביר את המסר שלא ניתן להפכן הפקר.",train
מדוע יש חשש שהימנעות מהרשעה עשויה להפחית את האחריות של הנאשם?,"אולם, מסכים אני עם ההתלבטות אותה הביא שירות המבחן, בדבר היות ההימנעות מהרשעה מסר מפחית אחריות עבור הנאשם, בעיקר מחמת \כדאיות העסקה\"" מצדו של הנאשם.""",train
מהו המצב המשפטי של הנאשמים ביחס לזכותם להוכחת חפותם בהשוואה להודאת נאשמים אחרים?,"זוהי זכותם של הנאשמים להוכחת חפותם ואינני זוקף זאת כנגדם, ואולם ודאי הוא שאינם יכולים להעמיד עניין זה בטור הזכות, ואינם יכולים איפוא ליהנות מהקלה של מי שהודה וחסך זמן שיפוטי יקר, כמו גם מהעובדה לפיה חלף זמן רב מעת האירוע.",train
כיצד מתייחס בית המשפט לבקשות המאשימה שאינן תואמות את סדר הדין?,"אין צורך לומר כי לא אחת נתקל אני בבקשות המאשימה-המדינה שאינן תואמות ב-100% את סדר הדין, בקשות שמחמת הצדק יש להענות להן וכך גם אני נוהג.",train
כיצד משפיעה מגמת הענישה על ההחלטות בעניינו של הנאשם?,"עם זאת, צודקת ב\כ הנאשם בציינה בהגינותה, כי מגמת הענישה היא להחמרה.""",train
"מהו ההסבר האפשרי להתנהלות הנאשם בעבירותיו, כפי שהוצג על ידי באת כוחו?","אני מוכן להניח לזכותו של הנאשם את הנאמר על ידי באת כוחו, ולפיה יתכן ואין הנאשם מבצע את עבירותיו מתוך בחירה אלא על רקע התמכרותו המסיבית.",train
מדוע העונש הקבוע לעבירת ההצתה משקף את חומרתה היתרה?,"נסיבות ההצתה מלמדות אכן על כוונה לגרום נזק חמור, והעונש הקבוע לצידה של העבירה – 15 שנות מאסר, מבטא לכשעצמו את חומרתה היתרה.",train
מהי הנטייה הכללית של הפסיקה בענישה בעבירות סמים?,"אכן קיימת קשת ענישה בעבירות מסוג זה, אם כי ברור לחלוטין שנטיית הפסיקה היא להחמיר משמעותית בענישה על דרך מאסר בפועל ממושך בעבירות אלה.",train
מדוע יש להחמיר בענישה הקשורה להברחות מגבול מדינת ישראל?,"גבול מדינת ישראל אינו יכול להיות סגור באופן \הרמטי\"" ועל כן יש להחמיר בענישה התומכת במשאבים הרבים המושקעים על ידי המדינה בצמצום ההברחות ממנו, הן של עובדים זרים והן של אמצעי לחימה, נשים וסמים.""",train
מהי המסקנה לגבי קיום מצב יוצא דופן המונע הרשעה במקרה זה?,"בענייננו לא מצאתי כי קיים אותו מצב יוצא דופן המצדיק הימנעות מהרשעה, ואף שירות המבחן לא מצא נימוקים לכך בהמלצתו.",train
כיצד משפיעה הימנעות הנאשם מלצרף תיק זה על שיקול הזמן שחלף?,"הימנעותו של הנאשם מלצרף תיק זה לתיק בית המשפט המחוזי, מהווה אף היא שיקול של ממש שלא להתחשב יתר על המידה בזמן שחלף, ובעניין זה, אין לנאשם להלין אלא על עצמו בלבד.",train
מהן ההשלכות של ענישה סלחנית בעבירות התנהגות עבריינית חמורה?,"ענישה סלחנית במקרים של התנהגות עבריינית חמורה עלולה להביא להתמוטטות עכבות מוסריות, להתפרש כהתפשרות על ערכים ועל נורמות, לפגוע באמינות מימושו של האיום בעונש מאחורי החוק ולהעביר מסר שלילי לעבריינים פוטנציאליים המועדים לבצע עבירות מאותו סוג.",train
מהו הסיכון והנזק הנלווים לעבירת ההצתה במרפסת בית מגורים?,"אין צורך להכביר מילים בדבר פוטנציאל הסיכון והנזק בגין מעשי הנאשם ובראשן עבירת ההצתה במרפסת בית מגורים על כל המשתמע מכך, ובכלל זה ההלכה הפסוקה בעניין לפיה ידועה ראשיתה של עבירת ההצתה אך לא סופה בה יש כדי לפגוע ברכוש, בגוף ובנפש.",train
כיצד השפיעה העובדה שהכספים לא הוחזרו על ידי הנאשם על השיקול לקולא בעניינו?,"עובדה זו תיזקף כמובן לקולא, אם כי לא באופן מהותי, וזאת משלושה טעמים: ראשית, לא הנאשם הוא שהחזיר את הכספים אלא אלה נתפסו, בלא שהיה מעורב בכך.",train
מדוע לא ניתן לשקול את חוליו של הנאשם כעילה להקל בעונשו?,"מכל מקום – עבירת הנאשם בוצעה כשכבר סבל מחוליו, ולא נראה לי נכון לאפשר לשיקול זה לעמוד לזכותו באופן מוחלט, בבחינת מסר שלילי לעבריינים, המבצעים עבירותיהם כשאינם מצויים בקו הבריאות.",train
מהו השיקול המרכזי שהוביל למסקנה שלא ניתן להימנע מהרשעה בנוגע לנאשם 4?,"ככל שנוגעים הדברים לנאשם 4 (עומר), הרי שלא מצאתי בעניינו כל שיקול המצדיק הימנעות מהרשעה, ואף שירות המבחן לא מצא נימוקים לכך בהמלצתו.",train
מהו השיקול שהשפיע על הענישה לאור העדר עבר פלילי של הנאשם?,"אייחס מידה מופחתת (אם כי לא מבוטלת לגמרי) לעובדה, כי הנאשם חסר כל עבר פלילי.",train
כיצד השפיע היעדר העבר הפלילי של הנאשם בחמש השנים האחרונות על ההחלטה בעניינו?,"ער אני לכך, כי חלק נכבד מהדחיות ניתנו לבקשת הנאשם, ואולם, משנעשה כן, ומשהוכיח הנאשם כי לא שב עוד לבצע כל עבירה שהיא משך קרוב לחמש שנים, אינני משוכנע לי כי קיים היום אינטרס ציבורי בשליחתו המחודשת למאסר בפועל, ביחוד על רקע נסיבותיו האישיות המורכבות, כמפורט בתסקיר ובדבריו בפני.",train
כיצד מתבטאת הרשלנות במקרה זה בהשוואה לרשלנות רגעית?,"יש גם טעם בדברי ב\כ המדינה לפיה אין המדובר ברשלנות רגעית של אי שימת לב בהרף עין,  אלא ברשלנות נמשכת.""",train
מהו השיקול המרכזי שהנחה את בית המשפט לא להתערב בעונש המקל שהוטל על הנאשם?,"בע\פ (מח' מרכז) 2387/03-11 (בלאי), לא מצא ביהמ\""ש של ערעור להתערב בגז\""ד של בית משפט השלום שהשית 12 חדשי מאסר בפועל, אף שציין שהמדובר בענישה מקלה, זאת נוכח אחידות ענישה אל מול הסדר טיעון של מעורב אחר, שכלל גם עונש מוסכם.""",train
מדוע יש צורך במדיניות ענישה מחמירה בעבירות סמים?,"אף הפסיקה בכללותה, חזרה והדגישה את החומרה היתרה הטמונה בעבירות סמים ואת הצורך במדיניות ענישה מחמירה, אשר מטרתה להלחם בנגע זה ולהקטין את ממדיו.",train
מהו מעמד התסקיר של שירות המבחן בבית המשפט?,"כבודו של התסקיר במקומו, אך אין חובה על בית המשפט לאמצו ואף אין זה רצוי ונכון שיתקבל הרושם כי הזמנת תסקיר שרות המבחן פירושה כשלעצמה כי כל שיומלץ שם גם מחייב אוטומטית את בית המשפט.",train
מהו המשקל שיש לייחס לחלוף הזמן בתיק זה?,"על רקע כל האמור, לא אוכל לייחס משקל מכריע לעובדת חלוף הזמן שללא ספק קיימת בתיק זה, לזכותו, אם כי אביא בחשבון עובדה זו במניין שיקולי.",train
מהו המצב הביטחוני הנוכחי והשפעתו על החמרת הענישה בעבירות הסעת שוהים בלתי חוקיים?,"אין צורך להזכיר את המצב הביטחוני הקשה הקיים במדינת ישראל, וכי עבירת הסעת שב\ח נחשבת, בנסיבות השוררות היום, כעבירה חמורה ביותר, שלה השלכות על בטחון המדינה והציבור.""",train
מהו תפקיד ההרתעה בעונש שניתן בעבירות אלימות לפי פסיקות קודמות?,"כפי שציינה בצדק ב\כ המאשימה, חזרו בתי המשפט והדגישו את הצורך בענישה מחמירה בעבירות האלימות, המדגישה את אלמנט ההרתעה ואת אינטרס הציבור להגנה על גופו ורכושו מעבריינים אלימים ומתופעת הבריונות, תוך זהירות מהעברת מסר סלחני שלילי לעבריינים בפועל ובכח.""",train
"אילו שיקולים נכללים במסגרת שיקולי \עלות – תועלת\"" בעבירות סמים?""","במסגרת שיקולי \עלות – תועלת\"" המובאים בחשבון על ידי מבצעי העבירות, נכללים כמובן גם שיקולי ההרתעה המושפעים ישירות מהענישה המוטלת בנושא זה, שעיקר מטרתה הלגיטימית היא הפנמת כלל ה\""עלויות\"" הכרוכות בהתנהגות העבריינית, מבעוד מועד.""",train
מהו השיקול המרכזי שהקל בעונש הנאשם במקרה זה?,"בעיקר עומד לזכותו של הנאשם מצבו הרפואי המיוחד, אשר הביאני להקל באופן ניכר בעונש הראוי להטיל במקרה זה (ואני מניח, אם כי לא נאמר הדבר במפורש, כי היה זה אחד השיקולים בגיבוש עמדת התביעה בעניינו).",train
כיצד משפיעה חומרת העבירה על שיקולי הענישה במקרה זה?,"בנסיבות אלה, ובמיוחד על רקע חומרתה של העבירה – עבירת הסחר בסם, יש לתת עדיפות לשיקולים של הגנה על האינטרס הציבורי ומשקל מועט יותר לנסיבותיו האישיות של הנאשם העומד בפני בית המשפט לדין.",train
מהו האמצעי הנחשב הכרחי ללכידת סוחרי סמים וכיצד יש להציב לו גבולות?,"הפעלתם של שוטרים סמויים ללכידת סוחרי סמים היא בגדר אמצעי הכרחי לעקירת הנגע שפשה בנו, אך יש להציב לה גבולות סבירים.",train
מהי הבחירה שהייתה לנאשם במקום להיגרר אחרי המתלונן?,"בעניין זה, אף שהנאשם נתבקש ע\י המתלונן לצאת עימו מהבית, הייתה לו האפשרות שלא להיגרר אחר המתלונן, גם אם התכוון זה לפגוע בו ולסרב לכך, ותחת זאת, במקום שינקוט בדרך הנמנעת מהעימות, בחר לעשות דין לעצמו ולהסלימו בדקירה כפולה על ידו.""",train
מהו העיקרון שנקבע לגבי מיצוי הדין עם עבריינים בעבירות סחר או החזקה מסחרית של סם מסוכן?,"אשר לעבירות סחר או החזקה מסחרית של סם מסוכן מסוג הרואין כבר נקבע, כי יש למצות את הדין עם עבריינים אלה ובפרט כאשר מדובר בהחזקה של כמות סם כה גדולה.",train
מהו משך המאסר הממוצע בעבירות סיכון חיי אדם בנתיב תחבורה לפני התחשבות בעבירות נוספות?,"מדיניות הענישה הנוהגת בעבירות מסוג זה (סיכון חיי אדם בנתיב תחבורה) נעה סביב 4 שנות מאסר, וזאת עוד בטרם יובאו בחשבון יתר העבירות בהן הואשם ובהן עבירה חמורה נוספת של גניבת הרכב.",train
מהי השפעת נסיבותיו המשפחתיות של הנאשם על תהליך הענישה?,גם נסיבותיו המשפחתיות יובאו בחשבון וכן התקווה כי יביא לידי מיצוי את התהליך החיובי אותו מוצא הוא לנכון לעבור בין כתלי הכלא.,train
מהי הפגיעה האפשרית בהרשעת הנאשם וכיצד היא נבחנת ביחס לרווח החברתי?,"בנסיבות הכוללות נראה לי איפוא, כי  הפגיעה האפשרית הטמונה בהרשעת הנאשם לרבות הפגיעה בפרנסתו העתידית של הנאשם, נראית לי בלתי פרופורציונאלית ביחס לרווח החברתי, אם יהא כזה בכלל, מהרשעתו של הנאשם בדין.",train
מדוע אין מקום לטענה הנוגעת להודאת הנאשם בעבירות המיוחסות לו?,"יוזכר כי אין לטענה זו מקום, גם נוכח הודאתו המפורשת של הנאשם בעבירות שיוחסו לו, ולמותר לציין, גם ביסוד הנפשי הנדרש להן, תוך שחזר והדגיש בשלב הטיעונים כי אינו חוזר בו מהודאתו.",train
מהן התוצאות ההרסניות של עבירות סחר בסמים וכיצד יש לנהוג בהן?,"עבירות אלה טומנות בחובן תוצאות הרסניות, פוגעות קשות בציבור ועל-כן, מחייבות מדיניות ענישה מחמירה ומרתיעה.",train
מהו העונש שנגזר על הנאשם לאחר שקלול כל השיקולים?,"בנסיבות אלה ולאחר ששקלתי איפוא את האיזונים המתבקשים, הנני גוזר על הנאשם את העונשים הבאים: מאסר למשך 45 חודשים, מתוכם 32 חדשים יהיו לריצוי בפועל ומניינם מהיום, והיתרה תהא על תנאי והתנאי הוא שלא יעבור משך 3 שנים מהיום כל עבירה לפי פקודת הסמים המסוכנים [נח], תשל\ג-1977.""",train
מהי החומרה המיוחדת במקרה זה מעבר לנזק שנגרם בפועל?,"על אף זאת נראה לי, כי החומרה המיוחדת בענייננו בסופו של דבר, אינה הנזק שנגרם בפועל, למרות שאין להקל בו ראש חלילה שכן מדובר עפ\י עדותה המתלוננת בהיקף משמעותי יחסית, אלא דווקא הפגיעה הקשה והמתמשכת במהלך תקופה ארוכה יחסית בשגרת חייהם של המתלוננת ובני משפחתה, פגיעה בביטחונה האישי ושיבוש חייה וחיי משפחתה, שהתנהלו משך תקופה לא קצרה תחת איום, בלא שידוע להם מקורו והיקפו הצפוי.""",train
מהו המשמעות של העדר תיקים חדשים כנגד הנאשם לאחר ביצוע העבירות?,"העובדה כי המדובר בעבירות שבוצעו לפני שנתיים וחצי עד שנה וחצי, ומאז מחצית שנת 2004 לא נפתחו תיקים נוספים, לא כנגד גרושתו ולא בכלל, מלמדת כי קיים פתח של תקווה, לפיו הפנים הנאשם את מצב העניינים ואכן לא שב עוד לסורו.",train
מהי ההנחה של בית המשפט לגבי התנאי שנקבע לעבירות אלימות?,"כפי שציינתי לעיל וכפי שאף מופיע בפסק דין זה, אני סבור שמרגע שנקבע התנאי, בצורה רחבה של \עבירת אלימות מכל מין וסוג שהוא\"", כמו עובדות המקרה שלפנינו, הרי שאין לי כל ספק, כי אלו היו הנחות בית המשפט שעה שקבע מלכתחילה את התנאי.""",train
מהו ההיבט החברתי והכלכלי של עבירות השוד והאלימות בישראל כפי שצויין בפסק הדין?,"מעבר לעובדת נפיצותן של עבירות הרכוש והאלימות שפוקדות את החברה בישראל בעת האחרונה, ובכללן עבירות השוד ופגיעתן בשלוות חיי האזרחים מן השורה וברכושם, הרי שהמדובר בענייננו גם בעבירה שתכליתה רווח קל, הגורמת לתחושה קשה של חוסר בטחון אישי ונזקים כלכלים משמעותיים, כמו גם סיכון לפגיעה בגופם של קרבנות העבירה.",train
מהו העיקרון המנחה בהליך הפלילי כאשר אדם נמצא אשם בעבירה?,"ככלל, משנמצא כי אדם עבר עבירה, מתחייב כי ההליך הפלילי כנגדו ימוצה בדרך של הרשעתו וענישתו, ומציאות זו עומדת ביסוד הליך אכיפת חוק תקין ושוויוני.",train
מדוע נחשבת אלימות במשפחה לחמורה במיוחד?,"אלימות במשפחה הינה חמורה במיוחד, בעיקר כשהמדובר בנשים וילדים, שכן המדובר בקרבנות, שהגנתם קשה להם יותר מחד, ומאידך –חשיפתם רחבה מהרגיל, כלפי מבצע העבירה כלפיהם.",train
"מהו הסיכון והנזק האפשרי הנגרם ממעשה הצתה, אשר מצדיקים את העונש החמור הקבוע בחוק?","אין צורך להכביר מילים בדבר פוטנציאל הסיכון והנזק העלול להיגרם בגין מעשה הצתה, שאינם ניתנים לחיזוי מראש, ולא בכדי נקבע העונש לצידה של עבירה זו, החלופה החמורה של הסעיף בנסיבות ענייננו,  ל – 20 שנות מאסר, המבטא לכשעצמו את חומרתה היתרה.",train
מהו המשקל שיש לתת לעברו הפלילי של הנאשם בהליך זה?,"עם זאת הרשעתו האחרונה הינה משנת 2000 בגין עבירה ישנה משנת 1992, ועל כן אתחשב בעברו הפלילי של הנאשם, אם כי לא אביאו בראש סדר השיקולים לחומרה בעניינו.",train
"מדוע עמדת ב\כ המאשימה פוגעת ברעיון אי ההרשעה במקרה זה?""","אף לשיטתי, אני סבור כי עמדתה של ב\כ המאשימה, מעקרת היא כלל ועיקר את רעיון אי ההרשעה, ואינה מותירה כל מקום, לבחון שיקולי ענישה נוספים במסגרת עבירת הפרעה לשוטר, מלבד מתן משקל יתר לשיקול ההרתעתי.""",train
אילו נסיבות אישיות נלקחו בחשבון בעת קביעת הענישה של הנאשם?,"כנגד שיקולים אלה, עומדת מערכת נסיבות אישיות לא פשוטה, שבאה לידי ביטוי בתסקיר שירות המבחן ובעדויות הרופאים בדבר המצב הרפואי המיוחד, וכן הזמן שחלף מאז ביצוע העבירה ועד כה,  כשלוש שנים וחצי.",train
כיצד משפיעות הנסיבות המפורטות על רמת הענישה המומלצת בעבירות מסוג זה?,"כלל הנסיבות המפורטות ממקמות בעיני את המקרה דנן, במקום גבוה בקשת הענישה המקובלת בעבירות מסוג זה, וזאת בשל צֶבר הנסיבות שתוארו לעיל.",train
"מהי משמעות המושגים \החמרה\"" ו\""הרתעה\"" בעבירות חמורות, וכיצד הם משפיעים על הענישה?""","ככלל משמעות המושגים \החמרה\"" ו\""הרתעה\"" בנסיבות כגון אלה שבענייננו, למעט אם קיימות נסיבות חריגות שבחריגות, היא ענישה בדרך של מאסר בפועל.""",train
מה הגורמים שהשפיעו על ההחלטה לאי הרשעת הנאשם despite חומרת האירוע?,"על אף שאין חולק על חומרת האירוע, ביחוד נוכח הנסיבות שתוארו בדברי ב\כ המאשימה, הרי שנראה לי, כי לא ניתן להתעלם מסדרת גורמים, המטים את הכף לזכות אי הרשעתו של הנאשם.""",train
מהו הצורך בהגנה על הציבור בהקשר לחומרת מעשיו של הנאשם?,"אלא, שיחד עם זאת, איני יכול להתעלם מהצורך שבהגנה על הציבור מפני חומרת מעשיו של הנאשם, אשר בשלב זה לפחות, ספק רב עולה מיכולתו, מוכנותו ובשלותו לעבור הליך גמילה.",train
מהי ההמלצה שניתנה לגבי הענישה כלפי הנאשם בנסיבות המקרה?,בנסיבות אלה אני סבור כי יש להקל עם הנאשם  ואין למצות עימו את הדין.,train
כיצד הושוותה הענישה בין הנאשם 1 לנאשם 2 בהתחשב בנסיבותיהם?,"על רקע העובדה כי ענינו של הנאשם 1 אינו חמור מזה של הנאשם 2, אולי אף ההיפך הוא הנכון,  ועל רקע העובדה כי רישומו הפלילי של הנאשם 1, אינו רלוונטי לעניננו והוא אף ישן והואיל ועניינם של שני הנאשמים נובע מאותה מסכת נסיבות ואף הובא באותו כתב אישום, מצאתי לנכון שלא לשנות בענינו של נאשם 1 מהאמור לעיל לגבי נאשם 2, תוך התאמת והשוואת גזר הדין בבחינת אחידות הענישה, לשניהם.",train
