question,answer,split
מהו המצב המשפטי שנמצא בעד הנאשמים אשר לא הצדיק הקלה בעונש?,"כנגד השיקולים לחומרה, לא מצאתי נתונים רבים לזכות הנאשמים שיוכלו לחלצם מענישה ממשית.",train
אילו שיקולים יש לקחת בחשבון בעת גזירת הדין במקרה של רצח?,"בסופו של דבר יש לשקול מצד אחד את הפגיעה החמורה בערך המוגן של קדושת החיים, את הנזק שנגרם לבני משפחת המנוח, עת חייו נגדעו כך סתם, את הפגיעה בסדרי שלטון אך מנגד גם את העובדה שהנאשם היה שווה נפש לתוצאה הקטלנית.",train
מהי הסיבה לכך שלא נמצא הצדקה לחרוג מהכלל לחפוף את העונש המותנה לעונש המאסר בהליך זה?,"לא מצאתי הצדקה לחרוג מהכלל לחפוף את עונש המאסר המותנה המופעל, כולו או חלקו, לעונש המאסר שיוטל עליו בהליך זה.",train
כיצד משפיעה עבירת הסחיטה באיומים על הסדר החברתי והחירות של הנסחטים?,"עבירת הסחיטה באיומים מהווה עשיית דין עצמית הפוגעת ביסודות הסדר החברתי, במרקם חייהם ובחירותם של הנסחטים במישור האישי והכלכלי.",train
אילו שיקולים לקולא יש לקחת בחשבון בעניינו של הנאשם?,"בבסיס השיקולים לקולא יש לציין את גילו הצעיר של הנאשם (יליד 1990), עברו הנקי והודאתו במיוחס לו בכתב האישום שתוקן לקולא, לקיחת האחריות מצידו, הבעת הצער והחרטה והחיסכון הכרוך בכך בזמן שיפוטי.",train
מהי ההשפעה של חוסר קבלת אחריות מצד הנאשם על חפיפת העונשים?,"עקב חוסר קבלת אחריות מצד הנאשם, עברו הפלילי ומשקלו של כל מקרה, סבור השופט כי יש להטיל חפיפה חלקית של עונשי המאסר בלבד.",train
מהו השיקול המרכזי במדיניות הענישה בעבירות אלימות בחברה הישראלית?,מדיניות הענישה בעבירה מתחשבת בצורך לעקור את תופעות האלימות שנהיו לנפוצות מדי בחברה הישראלית.,train
מהו השיקול שהוביל למסקנה שאין חשש מהחזרת הנאשם לעבירות דומות?,"מנגד, לא מצאתי כי החשש שהנאשם יחזור ויבצע עבירות דומות מצדיק חציית רף מתחם הענישה לחומרה משיקולי הגנה על שלום הציבור.",train
מהי החומרה המיוחסת לנאשם בהקשר לניפוץ החלון כדי להיכנס לקרוואן?,"עם זאת, נסיבות העבירה מצביעות על חומרה מסוימת, שעה שהנאשם ניפץ חלון כדי להיכנס דרכו אל תוך קרוואן, המשמש כמקום מגורים, כדי לגנוב מתוכו רכוש.",train
מהי ההשוואה שעושה בית המשפט בין פסק דין זה למקרים אחרים של דקירה?,"לטעמי, פסק דין זה משתף נסיבות קלות באופן משמעותי מהנסיבות הקיימות בענייננו הן ביחס לסוג הדקירה, הן ביחס להיבט התplanung המוקדם, הן ביחס לאופי הדקירות שלא צלחו באותו מקרה, ובוודאי ביחס לפגיעה במתלוננת.",train
כיצד נקבע מתחם העונש ההולם לפי סעיף 40ג(א) לחוק העונשין?,מתחם העונש ההולם ייקבע בהתאם לעקרון ההלימה כפי שהוגדר בסעיף 40ג(א) לחוק העונשין.,train
מהו מתחם העונש ההולם שנקבע לעבירות שביצע הנאשם?,"מכל המקובץ, בהתחשב בערכים החברתיים שנפגעו מביצוע העבירה, במידת הפגיעה בהם, במדיניות הענישה הנהוגה, בנסיבות הקשורות בביצוע העבירה והיחס ההולם בין חומרת מעשה העבירה בנסיבותיה ומידת אשמו של הנאשם ובין סוג ומידת העונש שיש להטיל עליו, סבורני כי מתחם העונש ההולם לעבירות שבוצעו על ידי הנאשם נע בין 3 ל-10 חודשי מאסר בפועל, לצד מאסר מותנה והתחייבות כספית.",train
מהן הסיבות המרכזיות לשיקול החמרה בענישת הנאשמת?,"בבסיס השיקולים לחומרה עומדת המדיניות המשפטית בעבירות בהן הורשעה הנאשמת, ריבוי העבירות, ריבוי הקרבנות, האלימות הרבה שהפגינה כלפי בן זוגה ושוטר והצורך להרתיעה ואחרים כמותה.",train
כיצד משפיעה השתתפותם של כמה עבריינים על הפגיעה בכבוד האדם של הקורבן?,"כאשר מדובר בעבירות מין, ביצועה של העבירה בהשתתפותם של כמה עבריינים מעצימה את הפגיעה בכבוד האדם של קורבן המעשה ומדגישה את השפלתו ברבים.",train
מהן הנסיבות האישיות שיש לקחת בחשבון בעת גזירת העונש לנאשם?,"בגזירת העונש המתאים לנאשם במתחם הענישה, בהתאם לסעיף 40יא לחוק העונשין, יש מקום להתחשב בנסיבותיו האישיות, אשר אינן קשורות בביצוע העבירות, כגון: גיל, עבר פלילי, נטילת האחריות, פגיעת העונש במשפחתו, נסיבות חיים קשות שהייתה להן השפעה על ביצוע העבירה, שיתוף הפעולה עם רשויות החוק ועוד.",train
מהי המדיניות המשפטית שנשמרת בתיקון 113 בנוגע להסדר טיעון?,"בתיקון 113 אין לשנות מהמדיניות המשפטית שהייתה נהוגה ערב כניסתו לתוקף, לפיה בית המשפט אינו כבול לעונש עליו הסכימו הצדדים במסגרת הסדר טיעון, ועליו לבוחנו בהתאם לאמות המידה המקובלות, ובכלל זה השיקולים הייחודיים המתחייבים מקיומו של הסדר טיעון.",train
מהו השיקול שהנחה את בית המשפט להעדיף ענישה שיקומית עבור הנאשם?,שוכנעתי כי ראוי להעדיף בעניינו של הנאשם ענישה צופה פני שיקומו.,train
מהו השיקול שמאפשר לבית המשפט לחרוג ממתחם הענישה לקולה או לחומרה?,"משנקבע מתחם הענישה, על בית המשפט לבחון האם ראוי לחרוג ממנו לקולה בשל שיקולי שיקום (סעיף 40ד לחוק העונשין); או לחומרה בשל הצורך להגנה על שלום הציבור (סעיף 40ה לחוק העונשין).",train
מה על בית המשפט לבחון כדי לקבוע האם לחרוג מן המתחם בעונש?,"כאמור, על בית המשפט לבחון האם ראוי לחרוג מן המתחם בשל שיקולי שיקום המהווים שיקול לקולה (סעיף 40ד לחוק העונשין); או מאידך, לחרוג מן המתחם בשל הצורך להגנה על שלום הציבור המהווה שיקול לחומרה (סעיף 40ה לחוק העונשין).",train
מהו העיקרון המנחה לקביעת מתחם הענישה במקרה של מספר אירועים דומים?,"יש לקבוע מתחם ענישה הולם ביחס לכל אירוע בנפרד, כאשר אותו מתחם עונש יהיה זהה בהתחשב בדמיון הרב בין האירועים.",train
מהו העונש ההולם לעבירת תקיפת בת זוג בנסיבות המקרה הנדון?,"מכל המקובץ, באתי למסקנה כי העונש ההולם לעבירת תקיפת בת זוג הגורמת חבלה של ממש, בנסיבות ביצועה במקרה שלפניי, נתחם במשרעת שבין מאסר מותנה לבין 12 חודשי מאסר בפועל, לצד ענישה מרתיעה וענישה כלכלית.",train
כיצד חידד תיקון מס' 113 לחוק העונשין את הצורך בענישה אינדיווידואלית?,"בדרך זו חידד תיקון מס' 113 לחוק העונשין את הצורך בהמשך נקיטת שיטת ענישה אינדיווידואלית, הבוחנת נסיבותיו של כל מקרה ואדם המובא לדין [ע\פ 433/89 אטיאס נ' מדינת ישראל, פ\""ד מג(4) 170; ע\""פ 5106/99 אבו ניג'מה נ' מדינת ישראל, פ\""ד נד(1) 350; רע\""פ 3173/09 פראגין נ' מדינת ישראל (ניתן ביום 5.5.2009)].""",train
מהו השיקול שהוביל למסקנה כי החשש מהחזרת עבירות דומות אינו מצדיק החמרה במתחם הענישה?,החשש שהנאשם יחזור ויבצע עבירות דומות אינו מצדיק חציית רף מתחם הענישה לחומרה משיקולי הגנה על שלום הציבור.,train
מהו הערך החברתי המוגן בעבירות מס?,"הערכים החברתיים המוגנים בעבירות המס הם גביית מס אמת ונשיאה שוויונית בנטל המס, ויש בהן כדי לפגוע בקופה הציבורית, לגרום לנזק לתפקוד הכלכלי של המשק, להקטין את הכנסות הממשלה ולפגוע בביטחונו הכלכלי של הציבור.",train
מהו המשקל שיש לתת לנזק שנגרם לקורבן העבירה במעמד גזירת העונש?,יש ליתן משקל משמעותי במעמד גזירת העונש לנזק שנגרם לקורבן העבירה ולצלקות שנותרו בנפשו.,train
מדוע עבירות מין בתוך המשפחה נחשבות לחמורות במיוחד כאשר הן נעשות בקטינות?,כאשר הן נעשות בתוך המשפחה – הן חמורות כפליים; וכאשר הן נעשות בקטינות רכות בשנים – חמורות הן שבעתיים.,train
מהו עקרון ההלימה המנחה בענישה לפי תיקון 113 לחוק העונשין?,"תיקון 113 לחוק העונשין שעניינו \הבניית שיקול הדעת השיפוטי בענישה\"" התווה את עקרון ההלימה כעיקרון מנחה בענישה לפיו נדרש יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם לבין סוג ומידת העונש המוטל עליו (ס' 40ב לחוק העונשין).""",train
מדוע יש לנקוט במדיניות ענישה מרתיעה כלפי נהגים הנוהגים בשכרות?,"על כן, יש לנקוט במדיניות ענישה מרתיעה ולהעניש בחומרה נהגים הנתפסים כאשר הם נוהגים בשכרות.",train
מהו חלקו של הנאשם בביצוע העבירה לפי הנסיבות הקשורות בה?,"בבחינת הנסיבות הקשורות בביצוע העבירה (סעיף 40ט לחוק העונשין) – חלקו של הנאשם בביצוע העבירה היה מרכזי ובלעדי תוך ניצול לרעה של מעמדו, מידת האימון שניתנה בו ויחסיו עם מנהלו ומעסיקו.",train
אילו שיקולים ינחו את בית המשפט בקביעת העונש המתאים לכל נאשם?,"מכלול השיקולים, לרבות שיקולי הרתעת הנאשמים ואחרים כמותם מפני ביצוע עבירות נוספות (סע' 40ו ו-40ז לחוק העונשין), ינחוני בקביעת העונש המתאים לכל אחד מהם בגדר מתחם הענישה שנקבע בעניינם.",train
כיצד משפיעה מיקום המעשה על סייג אחריות פלילית במקרה של הגנה עצמית?,"אין להתעלם כי המעשה בעטיו נחבלה המתלוננת ארע מחוץ לדירת הנאשם, אך בסמוך למפתן דלת הכניסה, כך שניסיונו להבריח את השניים מהמקום נושקים לסייג אחריות פלילית בשל הצורך להגנה עצמית.",train
מהי מידת הפגיעה בערכים המוגנים במעשיו של הנאשם במקרה זה?,"בבחינת מידת הפגיעה בערכים המוגנים ניתן לומר כי במעשיו פגע הנאשם בעוצמה גבוהה בשלוות נפשו ובביטחונו של המתלונן, במקום עסקו, עת איים על חייו במילים קשות ותקף אותו, הגם שמעשה התקיפה לבדו אינו ברף חומרה גבוה.",train
מהו תפקיד ההסדר החקיקתי במלחמה בעבירות סמים?,הסדר חקיקתי זה הינו נדבך נוסף במלחמה בנגע הסמים והוא נועד להבטיח כי חוטא בעבירת סמים לא יצא נשכר.,train
מהו תפקידו של נאשם 1 בהעברת הסמים לארץ ובמה הוא נחשב לדומיננטי?,"הנאשם 1 היה מי שהעביר את הסמים לארץ בטיסה והגם שלא היה הגורם המשלח או הגורם אשר אמור היה להפיץ את הסמים בישראל, חלקו בפעולת הייבוא הוא משמעותי ודומינאנטי, היות והוא הגורם שפעל בתעוזה ותוך נטילת סיכון בעת מעבר בביקורת הגבולות ובמכס.",train
מהו תפקיד הענישה המרתיעה בעבירות חמורות ובשילובן זו בזו?,"עבירות חמורות אלה, כל אחת לחוד ובעיקר שילובן זו בזו, הינן עבירות ששומה על בית המשפט למגר בענישה מרתיעה ומשמעותית.",train
מהי מלאכת גזירת הדין ומהם השלבים העיקריים בה?,"מלאכת גזירת הדין מורכבת משלושה שלבים עיקריים: תחילה, אקבע את מתחם העונש ההולם למעשי העבירות שביצע הנאשם, על בסיס שיקולים נורמטיביים ואובייקטיבים, בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בערך זה, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירות כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג לחוק העונשין); לאחר מכן, אבחן האם ראוי לחרוג מן המתחם לקולא בשל שיקולי שיקום (סעיף 40ד לחוק העונשין) או לחומרא בשל שיקולי הגנה על שלום הציבור (סעיף 40ה לחוק העונשין); לבסוף, אקבע את העונש המתאים שיושת על הנאשם, בהתחשב בצורך בהרתעת הנאשם (סעיף40ו לחוק העונשין), בצורך בהרתעת הרבים (סעיף40ז לחוק העונשין) ובנסיבותיו האישיות של הנאשם שאינן קשורות בביצוע העבירה (סעיף 40יא לחוק העונשין), כמו גם בנסיבות אחרות ככל שתמצאנה רלוונטיות (סעיף 40יב לחוק העונשין).",train
מהן הנסיבות הקשורות בביצוע העבירה שיש להביא בחשבון לפי סעיף 40(ט) לחוק העונשין?,"בבחינת נסיבות הקשורות בביצוע העבירה (סעיף 40(ט) לחוק העונשין), נתתי דעתי לסוג הסם, קנבואיד סינתטי, ולמשקלו, כ-10 גרם, למידת אשמו של הנאשם, לו חלק מרכזי ובלעדי במהלך הדברים, לכך שלא נשמעה סיבה המשמשת לזכותו וכי אין הוא קרוב לסייג לאחריות פלילית.",train
מהו השיקול שהשפיע על גזר הדין של הנאשם בהתחשב במצב משפחתו?,הבאתי בכלל חשבון את פגיעת עונשו של הנאשם בבני משפחתו בתקופה רגישה זו של חייהם.,train
מהו השיקול שהוביל את בית המשפט למסקנה שאין לחצות את רף מתחם הענישה לחומרה?,"לא שוכנעתי כי החשש שהנאשם יחזור ויבצע עבירות דומות מצדיק חציית רף מתחם הענישה לחומרה, משיקולי הגנה על שלום הציבור.",train
מהו הנזק החברתי שנגרם כתוצאה מהחזקת סמים לצריכה עצמית על ידי הנאשם?,"ביצוע עבירה של החזקת סמים לצריכה עצמית, לצדה קבע המחוקק עונש מרבי של 3 שנות מאסר, פגע הנאשם בערכים חברתיים של הגנה על שלום ובריאות הציבור מפני פגיעתם הקשה של סמים מסוכנים ומניעת נזקים כלכליים וחברתיים עקיפים, לרבות ביצוע עבירות נוספות לצורך מימון רכישת הסם.",train
כיצד עבירות הרכוש פוגעות בערך חברתי מוגן?,"עבירות הרכוש, בהן הורשעה הנאשמת, פוגעות בערך חברתי מוגן שעניינו שמירה על שלום הציבור, תחושת הביטחון, שלוות הנפש, הגנה על רכושו, ביטחונו ופרטיותו.",train
מדוע יש לאפשר פרשנות רחבה למונח 'אירוע אחד' לפי תיקון 113 לחוק העונשין?,"אף לגישתי, דומה כי ראוי לאפשר פרשנות רחבה דיה להגדרת המונח 'אירוע אחד' אשר תשאיר מתחם להפעלת שיקול דעתו של בית המשפט, וזאת הן בשל שיקולי יעילות עבודתו של בית המשפט והן לשם הגשמת תכליתו של תיקון 113 לחוק.",train
"מהו העונש המתאים לנאשם בהתחשב בשיקולי הגמול, השיקום וההרתעה?","מכל המקובץ, בהביאי בכלל חשבון את שיקולי הגמול, השיקום וההרתעה, ביחס לנאשם בנסיבותיו - הסלידה שחשה החברה נוכח מעשיו והוקעתם הנדרשת, הצורך בהרתעתו והרתעת עבריינים כמותו ושיקומו, והאמור בתסקירי שירות המבחן, סבורני כי העונש המתאים לנאשם ימצא ביטוי בענישה מרתיעה צופה פני עתיד וענישה כספית מתונה.",train
מהו השיקול המרכזי שהצדיק מתן משקל לאינטרס השיקומי של הנאשם?,"נסיבותיו של הנאשם כפי העולה מתסקירי שירות המבחן ובייחוד הרצון הכן שהפגין בהליך הטיפול הארוך על מנת לשקם את חייו, מצדיקים במקרה הנוכחי לתן משקל נכבד לאינטרס השיקומי.",train
מהי ההכרחיות להיאבק בנגע הסמים ומה המסר המרתיע שיש להעביר?,"ההלכה הפסוקה עמדה על ההכרח להיאבק בנגע הסמים ועל הצורך להעביר מסר מרתיע מפני עיסוק בהספקה ובסחר בסמים, בין היתר על-ידי הטלת עונשים מחמירים על מי שנותן ידו למעגל הפצת הסמים ברבים ולהפיכת הסמים לזמינים ולנגישים.",train
כיצד פגע הנאשם בערכים חברתיים של שמירת התא המשפחתי וביטחונה האישי של המתלוננת?,"הנאשם הורשע בביצוע עבירות אלימות פיזית ומילולית כלפי המתלוננת, בת זוגו דאז, ובדרך זו פגע בערכים חברתיים של שמירת התא המשפחתי מפני אלימות, שלמות גופה של המתלוננת, זכותה לאוטונומיה על גופה, ביטחונה האישי בפרט בד' אמות התא המשפחתי.",train
מהי משמעות הפגיעה המוחשית של סמים שאינם נחשבים לקשים?,"אף אם אין מדובר בסמים שנתפסים כסמים \קשים\"", פגיעתם מוחשית, הן באופן ישיר והן בהיותם סמים \""פותחי שער\"" לסמים אחרים, קשים ומסוכנים יותר.""",train
מהו השיקול המרכזי שהנחה את בית המשפט בקביעת הענישה לנאשם?,"בהביאי בכלל חשבון את שיקולי הגמול, השיקום וההרתעה, ביחס לנאשם בנסיבותיו - הסלידה שחשה החברה נוכח מעשיו והוקעתם הנדרשת, הצורך בהמחשת חומרת מעשיו, הרתעתו והרתעת עבריינים כמותו, לצד צרכיי שיקומו, הרי שבגדר תפירת חליפתו העונשית, סבורני כי יש להטיל על הנאשם ענישה מוחשית שתרוצה בדרך של עבודות שירות לצד מאסרים מותנים וקנס כספי.",train
מהי המדיניות בענישה בעבירות אלימות וכיצד היא משפיעה על הענישה?,ממדיניות הענישה הנהוגה בעבירות אלה מתחשבים בצורך במאבק בנגע האלימות על כל צורותיו שפשט בחברה הישראלית ומתפקידו של בית המשפט להעביר מסר ברור באמצעות השתת עונשים מוחשים על מי שבוחר לפתור את קשייו האישיים באמצעות פגיעה קשה בשלוות נפשו ופגיעה בגופו של האחר.,train
מדוע יש לקבוע מתחם עונש אחד במקרה של מסכת עבירות מתמשכת?,"במקרה דנא, נוכח המסכת העובדתית שבה הורשע הנאשם, סבורני כי מדובר במסכת עבירות המגבשת אירוע אחד מתמשך, שיש לקבוע לגביו מתחם עונש אחד, ודרך זו תביא להלימה בענישה, כפי שציווה המחוקק בתיקון 113.",train
אילו ערכים חברתיים נפגעים בביצוע עבירת האיומים?,"הערכים החברתיים אשר נפגעו בביצוע עבירת האיומים הינם הזכות לשלום הציבור והזכות לשלוות נפשו, ביטחונו וחירות פעולתו של הפרט (ר' רע\פ 2038/04 לם נ' מדינת ישראל, פ\""ד ס(4) 96; בע\""פ 103/88 ליכטמן נ' מדינת ישראל, פ\""ד מג(3) 373).""",train
כיצד השפיעה חקיקת החוק והכרזת החומר כאסור על קביעת מתחם הענישה?,"בנוסף לכך, ובהתאם לסעיף 40יב לחוק העונשין, מצאתי להביא בחשבון, כי הנאשם ביצע את העבירה חודשים ספורים לאחר חקיקת החוק והכרזת החומר מסוג PB-22 כאסור בהפצה (ראו: הכרזה דחופה על חומרים אסורים בהפצה, י.פ. 6658, מיום 12.9.2013, עמ' 42).",train
"מהו השינוי שחוותה המתלוננת בעקבות האירוע, לפי בית המשפט?","אין ספק, כי האירוע היווה קו שבר בחייה של המתלוננת, כך שניתן לחצות את מהלך חייה לחלק החיוני, התפקודי והחברתי שאפיין אותה טרם האירוע, ולחלק המסתגר, הנזקק והטראומתי שהוא מנת חלקה בעקבות האירוע.",train
כיצד מתבטאים מאמצי מערכת בתי המשפט בתחום הענישה בעבירות נשק?,"דברים אלו אף באו לידי ביטוי לאחרונה בדברי הנשיאה א' חיות בטקס פתיחת שנת המשפט הנוכחית של לשכת עורכי הדין בנצרת: 'מערכת בתי המשפט משקיעה מאמצים רבים בתחום זה, ובית המשפט העליון התווה וממשיך להתוות הלכות לאורך השנים באשר לרמת הענישה ההולמת את החומרה היתרה הגלומה בביצוע עבירות בנשק ובאשר לביטוי העונשי ההולם המתחייב מכך'.",train
מהו מתחם הענישה ההולם שנקבע עבור הנאשם בעבירותיו?,"מכל המקובץ, בהתחשב בערכים החברתיים שנפגעו מביצוע העבירות, במידת הפגיעה בהם, במדיניות הענישה הנהוגה, בנסיבות הקשורות בביצוע העבירות, תוצאותיהן והיחס ההולם בין חומרת מעשי העבירות בנסיבותיהם ומידת אשמו של הנאשם ובין סוג ומידת העונש שיש להטיל עליו, סבורני כי מתחם העונש ההולם לכלל העבירות שביצע הנאשם נע בין 15 ל-42 חודשי מאסר בפועל ועונשים נלווים - מאסרים מותנים וענישה כלכלית.",train
מהי ההשלכה של סעיף 56(א) לחוק העונשין על המאסר המותנה של הנאשם?,"בהתאם לסעיף 56(א) לחוק העונשין ובנסיבות העניין, משמצאתי להטיל עונש מאסר בגין העבירה נשוא כתב האישום, לא ניתן להאריך את המאסר המותנה שהוטל על הנאשם.",train
מהן התנאים המאפשרים סטייה ממתחם הענישה במקרה זה?,"סבור אני כי במקרה זה מתקיימים התנאים אליהם כיוון סעיף 40ד(א) לחוק העונשין, המצדיקים סטייה ממתחם ענישה וגזירת דין שיביא לידי ביטוי סיכוי שיקום.",train
כיצד הוערכה מידת הפגיעה בערכים המוגנים במקרה זה?,מידת הפגיעה בערכים המוגנים במקרה דנא הינה ברף גבוה ובעצמה רבה.,train
כיצד יש לבחון את השיקולים לחריגה ממתחם הענישה לפי חוק העונשין?,"כאמור, על בית המשפט לבחון האם ראוי לחרוג מן המתחם בשל שיקולי שיקום המהווים שיקול לקולא (סעיף 40ד לחוק העונשין); או מאידך, לחרוג מן המתחם בשל הצורך להגנה על שלום הציבור, המהווה שיקול לחומרה (סעיף 40ה לחוק העונשין).",train
מהי החשיבות של התחשבות בנסיבות האישיות של הנאשמים בגזירת העונש?,בגזירת העונש המתאים לכל נאשם יש מקום להתחשב בנסיבותיו האישיות אשר אינן קשורות בביצוע העבירות.,train
מהי המסקנה לגבי החריגה לקולה ממתחם העונש ההולם במקרה זה?,"לא מצאתי הצדקה לחרוג לקולה ממתחם העונש ההולם, כפי קביעתי, בשל שיקולי שיקום, הנאשם.",train
מהן השלבים העיקריים במלאכת גזירת הדין לפי סעיף 40 לחוק העונשין?,"מלאכת גזירת הדין מורכבת ממספר שלבים עיקריים: תחילה, אקבע את מתחם העונש ההולם לאישום בו הורשע הנאשם, על בסיס שיקולים נורמטיביים ואובייקטיבים, בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בערך זה, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירות, כמפורט בסעיף 40ט לחוק העונשין (סעיף 40ג לחוק העונשין); לאחר מכן, אקבע את העונש המתאים לנאשם, בהתחשב בצורך בהרתעת הנאשם (סעיף40ו לחוק העונשין) והרבים (סעיף40ז לחוק העונשין) ובנסיבותיו האישיות של הנאשם שאינן קשורות בביצוע העבירה (סעיף 40יא לחוק העונשין), כמו גם בנסיבות אחרות ככל שתמצאנה רלוונטיות (סעיף 40יב לחוק העונשין).",train
כיצד נקבע מתחם הענישה למעשי העבירות שביצע הנאשם?,"תחילה, אקבע את מתחם הענישה למעשי העבירות שביצע הנאשם, על בסיס שיקולים נורמטיביים ואובייקטיבים, בהתחשב בערכים החברתיים שנפגעו, מידת הפגיעה בהם, במדיניות הענישה ובנסיבות הקשורות בביצוע העבירות.",train
"כיצד משפיע השימוש בביטוי \נזק ראייתי\"" על בדיקת הסדר הטיעון?""","שימוש בביטוי \נזק ראייתי\"" אינו יכול להיות מטה קסם שאחריו יסוג בית המשפט מהרהורים ומבדיקת טיבו של הסדר הטיעון.""",train
מהו השיקול המרכזי בקביעת היקף ריצוי העונשים בין העבירות?,השיקול לזיקה בין העבירות הוא מרכזי בקביעת היקף ריצוי העונשים ובבחירת בין חפיפה להצטברות בענישה.,train
מהי הסיבה לכך שלא נמצא הצדקה לחצות את רף מתחם הענישה לחומרה?,"מנגד, לא מצאתי הצדקה לחצות את רף מתחם הענישה לחומרה, משיקולי הגנה על שלום הציבור (סעיף 40ה לחוק העונשין).",train
מהו החידוש החשוב בתיקון 137 הנוגע ליסוד הנפשי של 'אדישות' בעבירת הרצח?,"\הכללת היסוד הנפשי של 'אדישות' בגדר עבירת הרצח מהווה את אחד החידושים החשובים שבתיקון 137, וצריכה לבוא לידי ביטוי ברמת ענישה הולמת וגבוהה באופן משמעותי מאשר בעבר\"".""",train
מדוע יש לקבוע רף ענישה מחמיר בעבירות חבלה לפי פסיקות בית המשפט העליון?,"בית המשפט העליון פסק לא אחת, כי יש לקבוע רף ענישה מחמיר ומרתיע בעבירות מסוג זה (ראו: עניין ביטאו, המוזכר לעיל; ע\פ 10444/06 ציון עייני נ' מדינת ישראל (ניתן ביום 05.04.2007) וע\""פ 6885/04 שי חן נ' מדינת ישראל (ניתן ביום 10.02.2005)).""",train
מהי הסיבה להטלת עונשי מאסר בפועל מוחשיים בעבירות שוד?,"לא בכדי נקבע לא אחת בפסיקה, כי ראוי להגיב על עבירת השוד ביד קשה, בדרך של הטלת עונשי מאסר בפועל מוחשיים, על מנת להרתיע את היחיד ואת הרבים מפני ביצועה; וזאת גם כשמדובר בעבירה שלא בוצעה בנסיבות מחמירות או באלימות קשה.",train
