question,answer,split
מדוע מצדיקים איומיו של הנאשם ענישה חמורה ומרתיעה?,התבטאויותיו החמורות ואיומיו לפגיעה פיזית בה ובמשפחתה – אשר אף הגיעו כדי איומים ברצח – מצדיקים ענישה חמורה ומרתיעה למניעת הישנות העבירות ומימוש איומיו – ודי בכך כדי לדחות את הבקשה.,train
מהי הסיבה להקל בעונש הנאשמים במקרה זה?,"אך בנסיבות, בדגש על ההכשרה הצפויה בעתיד, ואגב כך, התועלת החברתית-כלכלית ליישובים הסמוכים, נמצא להקל במידת מה, ולקבוע את עונשם של הנאשמים בחלק הנמוך של המתחם, תוך הטלת צווים לאיסור השימוש ולהריסת המבנה הלא חוקי, ולהשהות את הצווים, בשים לב לאמור לעיל.",train
"מדוע לא התקבלה המלצת שירות המבחן בעניינו של הנאשם, למרות קשיו האישיים?","עם כל הכבוד וההבנה לקשייו האישיים של הנאשם ולטראומה שחווה, לא מצאתי כי יש מקום לאמץ את המלצת שירות המבחן בעניין זה.",train
מהי הסיבה לכך שהעונש של הנאשם צריך להיות ברף התחתון של מתחם העונש ההולם?,בנסיבות שבפני סבורני כי על העונש של הנאשם להיות ברף התחתון של מתחם העונש ההולם בשים לב למכלול השיקולים שפורטו לעיל.,train
מהו הכלל לגבי גזירת העונש בעבירות מס וכיצד ניתן לחרוג ממנו?,"כאמור, הכלל הוא כי העונש ייגזר בתוך המתחם, חריגה ממתחם העונש ההולם את מעשה העבירה, תהיה חריג שבחריגים, משיקולי שיקום או בריאות רעועה ממש.",train
כיצד השפיע שירותו של הנאשם במשטרת ישראל על ההחלטה בעניינו?,"כמו כן, לקחתי בחשבון את העובדה, כי מדובר בשוטר בגמלאות, אשר שירת ותרם למדינה על ידי שירות במשטרת ישראל במשך כארבעים שנה.",train
מהי המסקנה שהגיע אליה בית המשפט לאחר שקילת נסיבות המקרה והטיעונים?,"אשר על כן, לאחר ששקלתי את נסיבות המקרה ואת טיעוני הצדדים, הגעתי למסקנה, כי מדובר במקרה חריג בו יש להימנע מהרשעת הנאשם, כפי שממליץ שירות המבחן.",train
מהו התנאי השני המאפשר הימנעות מהרשעה בעבירה מסוימת?,"התנאי השני הוא, כי סוג העבירה מאפשר בנסיבות העניין להימנע מהרשעה, מבלי לפגוע באופן מהותי בשיקולי ענישה אחרים.",train
מדוע יש מקום לחריגה ממתחם העונש ההולם במקרה של הנאשם?,"חריגה ממתחם העונש ההולם לטובת הנאשם משיקולי צדק, נדרשת נוכח מצבו הרפואי.",train
אילו נסיבות אישיות של הנאשם נחשבו בעת קביעת הענישה?,"לצד דברים אלה, יש לזקוף לקולה ולהתחשב בכך שמדובר בבחור צעיר, שהקים משפחה לאחרונה, הוא אב לפעוטה התלויה בו לפרנסתה, הוא ללא עבר פלילי, מצבו הנפשי מורכב, נוכח תאונת עבודה קשה שעבר, ובמסגרת טיפול פסיכיאטרי שהוא מקבל הומלץ לו על טיפול תרופתי.",train
מהן הסיבות שהובילו להטלת מאסר בפועל על הנאשמים במקרה זה?,"בהינתן הערכים המוגנים, מידת הפגיעה בהם, טיב העבירות והיקפן, גובה המחדל שהינו משמעותי למדי, ועומד על כ-440,000 ₪ (קרן מס חוב פלילי בלבד), ונוכח הנזק שנגרם לקופת המדינה, מחייבים הלימה עונשית בדמות של מאסר בפועל.",train
מהי הסכנה שיצר הנאשם עבור ציבור רוכשי הדירות?,"יש לקחת בחשבון כי במעשיו, סיכן הנאשם את ציבור רוכשי הדירות, שכן ציבור זה מסתמך על כך שהבדיקות וההיתרים נעשים כדין ולאחר עריכת בדיקות דקדקניות על ידי הגורמים המקצועיים.",train
מהי המדיניות הנוהגת בענישה בגין עבירות החזקת חומרי תועבה?,"בבחינת מדיניות הענישה הנוהגת מלמדת כי על דרך הכלל, בגין ביצוע עבירה זו נוהגים בתי המשפט להטיל עונש הכולל רכיב של מאסר בפועל, ולוּ קצר, והכל בהתחשב בנסיבותיו של המעשה ושל העושה.",train
מהו הערך החברתי שהעבירה של איומים נועדה להגן עליו?,"עבירת האיומים נועדה להגן על הערך החברתי של שמירה של שלוות נפשו, ביטחונו וחירות הפעולה של הפרט.",train
מדוע לא ניתן לחרוג מהמתחם שנקבע בעונש במקרה זה?,"אין מקום בנסיבות אלה, לחרוג מהמתחם בשל שיקולי שיקום, או להקל בעונש ולהסתפק בעבודות שירות.",train
מהו הרציונל מאחורי החוקים והכללים שנועדו לקבוע לוחות זמנים להליכי דין פלילי?,"לא בכדי, נחקקו חוקים ונקבעו כללים רבים (כדוגמת הנחיית היועמ\ש לממשלה 4.1202 שהובאה לעיל), הנוגעים ללוחות זמנים מדויקים, בניהול הליכים פליליים, כך למשל, בדיני ההתיישנות נקבע, כי אין להעמיד לדין אדם בחלוף תקופת זמן מסוימת, כך שאפילו אם בוצעה עבירה, מחסום הזמן מונע העמדה לדין (סעיף 9 לחסד\""פ).""",train
מדוע יש להחמיר בענישת עברייני מס לפי בית המשפט העליון?,"בית המשפט העליון הדגיש פעמים רבות את החומרה היתרה שיש בעבירות מסוג זה, ואת הצורך להחמיר בענישת עברייני מס, הן מהטעמים הנ\ל והן גם בשל הקושי הרב שבחשיפת העבירות הללו.""",train
מהי הסיבה לכך שלא הונחה תשתית ראייתית המצדיקה סטייה ממתחם העונש ההולם לקולה?,"בנושא החריגה ממתחם העונש ההולם לקולה, בנדוננו, לא הונחה בפני בית המשפט תשתית ראייתית המצדיקה סטייה ממתחם העונש ההולם לקולה, לצורכי שיקום.",train
מהן הנסיבות הקשות בחיי הנאשם וכיצד הן משפיעות על התדרדרותו לסמים ופשע?,"יחד עם זאת, אין לכחד כי נסיבות חייו של הנאשם קשות ושובות לב, הוא חי מרבית חייו הבוגרים בעזובה רגשית וכלכלית, ובילה את ימיו כחסר בית ותקווה, ומשם הדרך להתדרדר לסמים ופשע קצרה מאוד.",train
מה קבע בית המשפט העליון לגבי העונש במקרה זה?,"בית המשפט העליון קבע כי אין מקום להתערב בעונש, שהינו ראוי ומאוזן ואינו חורג ממדיניות הענישה הנוהגת.",train
"מהו היעדר הטעמים המונע חריגה ממתחם העונש לקולה, בהתאם לסעיף 40ד לחוק העונשין?","אין גם טעמים לחרוג ממתחם העונש לקולה, שכן, לא הונחה בפניי תשתית כלשהי המבססת זאת, בהתאם לסעיף 40ד לחוק העונשין.",train
כיצד מתבטאת התנהגות הנאשם בהקשר לאלימות כלפי שוטרים?,"זו התנהגות אלימה מאוד, המעידה על הנאשם, ואין לתרץ אותה בשימוש באמצעי הנטרול שהפעילו השוטרים עליו.",train
כיצד יש לבטא את הפגיעה בנפגע העבירה במסגרת הענישה?,"הפגיעה בנפגע העבירה חמורה ומתמשכת, ולכך יש לתת ביטוי בענישה.",train
כיצד יש להתחשב בנסיבות ביצוע העבירה בעת קביעת מתחם העונש?,"בקביעת מתחם העונש ההולם למעשה העבירה, על בית המשפט להתחשב בעיקר בהתקיימותן של הנסיבות הקשורות בביצוע העבירה, במידת התקיימותן, ככל שהוא סבור שהן משפיעות על חומרת המעשה, ועל דרגת אשמם של הנאשמים.",train
כיצד משפיעות נסיבותיו האישיות של נאשם על הענישה בעבירות מיסים?,"הפסיקה הבהירה, כי בעבירות מתחום המיסים, נסיבותיו האישיות של נאשם/מת, נסוגות מפני האינטרס הציבורי שצריך להיות הדומיננטי יותר בענישה (רע\פ 9004/18 יצחקי נ' מדינת ישראל (2018).""",train
מדוע לא ראוי להסתיר את הרשעת הנאשם מגופים ממשלתיים אם יש לו ממשק עבודה עמם?,"אם אכן יש לנאשם ממשק עבודה, עם גופים ממשלתיים, אין זה ראוי ונכון, להסתיר את הרשעתו מפניהם בעבירה זו.",train
מהו המשקל שיש לתת לפרק הזמן הארוך בהליכי החקירה על עונש הנאשם?,"גם אם הייתה חקירה מסועפת ונדרשו השלמות חקירה, ונערכו הליכי שימוע, מדובר בפרק זמן ארוך, שיש לתת עליו את הדעת בבוא בית המשפט לקבוע את עונשו של הנאשם.",train
"מהו העיקרון המשפטי שנקבע ברע\פ 149/19 לגבי ענישה במקרים של איומים ברצח?""","ברע\פ 149/19 פפיאשווילי נ' מדינת ישראל (10.1.2019) הבהיר בית המשפט העליון כי כאשר מדובר במי שמאיים ברצח, על בת זוגו, מטריד אותה, מפגין כלפיה אדנות וקנאה, שעלולה להוביל לאלימות פיזית, יש להחמיר בענישתו (ההדגשות שלי – ש.ב): בעניינו, המבקש איים והטריד את המתלוננת בבוטות תוך פגיעה בפרטיותה ובשלוות נפשה מתוך אדנות וקנאה, מבלי לכבד את זכותה לאוטונומיה ואת החלטתה להפסיק את הקשר הזוגי עמו.""",train
כיצד ניתן להשיג הרתעת הרבים בעבירות מס לפי פסיקות בתי המשפט?,הרתעת הרבים לא תושג אלא בענישה הולמת וראויה מציבה גבולות שיש בה כדי להעביר מסר שהעבריינות מהסוג הנדון אינה משתלמת וכי עבריין שייתפס מבצע עבירה כזו ייענש בחומרה.,train
מדוע לא הובילה הליך הגמילה של הנאשם לחריגה ממתחם הענישה?,"יחד עם זאת, לא מצאתי כי הליך הגמילה של הנאשם, יש בו כדי לגרום לחריגה ממתחם הענישה מטעמי שיקום, אשר בשל הנסיבות שפורטו, נקבע ממילא על הצד המקל, בתחתית המתחם.",train
מהו השיקול שהשפיע על ההחלטה בעניינו של הנאשם לאחר שהביע צער ולקח אחריות על מעשיו?,"עוד לקחתי בחשבון את העובדה כי הנאשם לקח אחריות מלאה על מעשיו, הביע צער והסיר את רובם המוחלט של המחדלים כאמור לעיל.",train
באילו נסיבות רשאי בית המשפט להתחשב בגזירת העונש מעבר לביצוע העבירה?,"בגזירת העונש המתאים לנאשם, רשאי בית המשפט להתחשב בהתקיימות נסיבות שאינן קשורות לביצוע העבירה, ככל שהן מתקיימות וזאת במידה שבית המשפט סבור, שיש ליתן להן משקל בנסיבות המקרה, ובלבד שהעונש שיוטל בסופו של יום על הנאשם, לא יחרוג ממתחם העונש ההולם שנקבע.",train
כיצד משפיעים הקשיים הראייתיים על יכולת ההתגוננות של הנאשם במשפט?,"בית המשפט שמע ראיות בתיק זה, אם כי לא עד תום, אך יחד עם זאת התרשם מקיומם של קשיים ראייתיים ובהם נזק ראייתי המשליך על יכולת ההתגוננות של הנאשם.",train
מהו הגורם המרכזי לקביעת מתחם העונש ההולם במקרה זה?,"מתחם העונש ההולם נקבע בעיקר על יסוד הנסיבות האופפות את ביצוע העבירה, ודרגת האשם שהפגין הנאשם בכל האירוע, על מנת לשקף הלימה ראויה בין חומרת המעשה, בנסיבותיו, במידת האשם שהפגין הנאשם בעת ביצוע העבירה, לבין העונש לו ראוי הנאשם בגין מעשיו אלה.",train
מהו הפער בין המלצות התסקיר לאבחנה שנעשתה לגבי הנאשם?,"ניכר פער משמעותי בין המלצותיו הסופיות של התסקיר, לבין האבחנה בגוף התסקיר, המדברת על מי שמחזיק בעמדה קורבנית, כאשר מנגד ברור לפי העובדות בהן הודה, כי פעל בתכנון, בשיטתיות, ומתוך זדון.",train
כיצד מתבטאת החומרה במעשיו של הנאשם לפי תכנון ומחשבה תחילה?,"מעשיו של הנאשם מאופיינים בתכנון ובמחשבה תחילה, הנוסכים בהם חומרה יתרה.",train
אילו גורמים נלקחים בחשבון על ידי בית המשפט בעת קביעת העונש?,"בין היתר מתחשב בית המשפט בנזק שהיה צפוי להיגרם מביצוע העבירה; הנזק שנגרם בפועל; הסיבות שהביאו את הנאשם לבצע את העבירה; יכולתו של הנאשם להבין את אשר הוא עושה; יכולתו להימנע מהמעשה מידת השליטה שלו על המעשה, ועוד (סעיף 40ט לחוק העונשין).",train
מהו האינטרס המועדף על פני האינטרס השיקומי לפי בית המשפט?,"יש להעדיף את האינטרס הגמולי, על פני האינטרס השיקומי.",train
מהי סמכותו של בית המשפט בנוגע לנסיבות נוספות בעת קביעת העונש?,"לפי הוראת סעיף 40יב לחוק העונשין, אין בהוראות סעיפים 40ט הנוגעות לנסיבות ביצוע העבירה, והוראות סעיף 40יא הנוגעות לנסיבות שאינן קשורות לביצוע העבירה, כדי לגרוע מסמכותו של בית המשפט, להביא בחשבון, נסיבות נוספות, לצורך קביעת העונש בתוך מתחם העונש ההולם.",train
מהו תפקיד הסרת המחדל בהליך הענישה בעבירות מס?,"נפסק לא אחת, כי הסרת המחדל, בדומה לכל מעשה של תיקון תוצאות העבירה, היא פיצוי על הנזק, משקפת באופן מובהק את נטילת האחריות מצד הנאשם, וראוי לעודד עברייני מס לעשות כל שבידם, כדי להסיר את המחדל, ולשקף זאת בגזירת העונש, וההיפך גם הוא נכון .",train
מהי התפיסה הרווחת לגבי השפעת הזמן על כוח ההרתעה של העונש?,"ראשית, התפיסה הרווחת היא כי ככל שמתארך הזמן ממועד ביצוע העבירה ועד שהעבריין הורשע בה, נחלש כוח ההרתעה של העונש.",train
מהו ההסבר לכך שיש מקרים בהם הוטלו עבודות שירות על מי שהורשע בגרימת מוות?,"יש מקרים בהם הוטלו על מי שהורשע בגרימת מותו של אחר, עבודות שירות, אך מקרים אלה אינם משקפים את עקרונות הענישה שהובאו לעיל בשם אומרם, ואת המגמה הרווחת, אלא את היוצאים מן הכלל, כל אחד בנסיבותיו היוצאות דופן, או כאשר המאשימה הגיעה להסכמה עונשית להקלה משמעותית בעונש (בחלק מהמקרים אליהם מפנה הסניגור).",train
על מה מתבססת ההמלצה למקם את עונשו של הנאשם במחצית המתחם התחתון?,"על יסוד כל האמור, נמצא לנכון למקם את עונשו של הנאשם, במחצית המתחם התחתון של מתחם העונש ההולם.",train
מהו הגורם המרכזי לקביעת מנעד הענישה בהחזקת סם מסוג קוקאין?,"בכל הנוגע להחזקת סם מסוג קוקאין, מנעד הענישה הוא רחב, ונקבע בהתאם לנסיבותיו של כל מקרה, כפונקציה של סוג הסם, כמותו, ונסיבות החזקתו.",train
מדוע יש לחייב את הנאשם לפצות את המתלונן ולשלם קנס בגין התנהגותו?,"הנני סבור, כי יש לחייב את הנאשם לפצות את המתלונן בגין הנזק הפיזי שחווה באירוע זה, וכן יש להטיל עליו קנס ראוי, וזאת על מנת לשקף לנאשם את המחיר הכלכלי של התנהגותו משולחת הרסן.",train
מהי הסיבה להרתעה האישית של הנאשם בגובה הקנס שנקבע?,"כמו כן, סבור בית המשפט כי יש צורך בהרתעה אישית של הנאשם מפני ביצוע עבירות דומות בעתיד, שכן, מדובר בנאשם שביצע את המעשים מתוך מניע כלכלי, וכי ראוי ליתן לכך ביטוי בגובה הקנס, על מנת להרתיע את הנאשם ושכמותו, וליצור חוסר כדאיות כלכלית בביצוע עבירות אלה.",train
"כיצד משפיעות נסיבות האירוע, סוג האלימות ועוצמתה על מדיניות הענישה בעבירות אלימות?","מדיניות הענישה בעבירות מהסוג הנדון, מוכתבת מטבע הדברים, מנסיבות האירוע, סוג האלימות ועוצמתה, והנזק שנגרם עקב המעשה.",train
מהו השיקול שהשפיע על ההחלטה להקל בעונש הנאשם?,מצאתי כי יש ליתן משקל לתרומתו של הנאשם לחברה.,train
אילו שיקולים יש לקחת בחשבון בנוגע להיקף העבירות שביצע הנאשם?,"בענייננו, יש לשקול היקף העבירות ומשכן  – מספר שנים בכל אחד מהתיקים, 3 עבירות בתיק מס הכנסה, ו-31 עבירות בתיק מע\מ, וכן את העובדה כי הנאשם הסיר את רובם המוחלט של המחדלים.""",train
מהו הערך החברתי המוגן שנפגע בעבירה של החזקת שטרות מזויפים?,"בכל הנוגע לעבירה של החזקת שטרות מזויפים, הנאשם פגע בערכים החברתיים המוגנים של תפקודה של הכלכלה והזכויות הקנייניות של הפרטים בחברה.",train
מדוע יש להחמיר את העונש במקרה שבו הנאשם הפגין מידת אשם גבוהה?,מידת האשם הגבוהה שהפגין הנאשם בהיותו דומיננטי ומוביל באירוע חובה להחמיר את העונש.,train
מה קבע בית המשפט המחוזי לגבי העונש שהוטל על הנאשמת 3?,"בית המשפט המחוזי קבע, כי על אף שהעונש מקל, הוא אינו חורג ממדיניות הענישה הנהוגה, ועל כן לא מצא מקום להתערב בו, ודחה את ערעור המדינה.",train
מהו מתחם העונש שנקבע בהתחשב במכלול הנסיבות במקרה זה?,"בשמים לב למכלול הנסיבות, אני קובע מתחם עונש הולם שנע בין מאסר על תנאי ועד למאסר בפועל של מס' חודשים שיכול וירוצו בעבודות שירות, לצד ענישה נלווית.",train
"כיצד השפיעו נסיבות חייו של הנאשם על התנהגותו האלימה, לפי עמדת בית המשפט?","נסיבות חייו של הנאשם שהייתה להן השפעה על ביצוע מעשה העבירות –  אין בפני בית המשפט, עדות לנסיבות חיים, אשר השפיעו על התנהגותו האלימה של הנאשם כלפי בני משפחתו, ולעמדת בית המשפט, גם אם הנאשם חווה קריסה כלכלית או נסיבות חיים קשות, אין בכך להצדיק את התנהגותו האלימה, כלפי אשתו וילדיו.",train
מהו הכלל לגבי הפעלת עונש מאסר על תנאי במקרה של עבירה נוספת?,"ככלל, הפעלה במצטבר של עונש מאסר על תנאי לגבי מי שהוטל עליו עונש מאסר בשל עבירה נוספת היא הכלל, אלא אם קיימים \טעמים שיירשמו\"" להורות על חפיפה (סעיף 58 לחוק העונשין).""",train
כיצד משפיעים המצב הכלכלי והנסיבות האישיות על הענישה בעבירות מס חמורות?,"המצב הכלכלי שלהם כמו גם נסיבותיהם האישיות, לא יהוו צינה ומגן מפני הענישה בתחום זה, המחייבת מתן ביטוי מוחשי לשיקולי הרתעת היחיד והרבים, תוך הכללת רכיב של מאסר בפועל, במקרים המתאימים.",train
מדוע העובדה שהנאשם הוא עורך דין מהווה נסיבה לחומרה במקרה זה?,"מעבר לכך, דווקא העובדה שהנאשם ביצע את העבירות כשהוא עורך דין ושימש בתפקידי מפתח בגורמי האכיפה בתחום האכיפה והבניה, היא נסיבה לחומרה, הפועלת לחובתו.",train
מהן הנסיבות החריגות הקיצוניות שאינן מתקיימות במקרה זה ואינן מצדיקות חריגה ממתחם העונש?,"נסיבות חריגות קיצוניות אלה, אינן מתקיימות במקרה דנן, אין תשתית ראייתית הדומה למקרה שנדון שם, אין עילה אחרת המצדיקה, לפי הוראות החוק והפסיקה, לחרוג ממתחם העונש ההולם.",train
מדוע אין לבצע הפרדה מלאכותית של חלקים מהמסכת העובדתית בהקשר לענישה?,"אין מקום לבצע הפרדה מלאכותית של כל חלק מאותה מסכת עובדתית, שתכליתה העצמת הענישה, והדבר גם אינו מתיישב עם הוראות תיקון מס' 113 לחוק העונשין והלכת ג'אבר הנוגעת להתייחסות בית המשפט לענישה בגין מס' אירועים.",train
מהו תפקידן של נסיבות שאינן קשורות לביצוע העבירה בגזירת העונש?,"בגזירת העונש המתאים לנאשם, רשאי בית המשפט להתחשב בהתקיימות נסיבות שאינן קשורות לביצוע העבירה, ככל שהן מתקיימות וזאת במידה שבית המשפט סבור, שיש ליתן להן משקל בנסיבות המקרה, ובלבד שהעונש שיוטל בסופו של יום על הנאשם, לא יחרוג ממתחם העונש ההולם שנקבע.",train
מהי ההשלכה העונשית של הרשעת הנאשם כשוטר ואדם?,"כמו כן, יש לקחת בחשבון כי בסופו של יום לא בוטלה הרשעתו של הנאשם ולה כשלעצמה ועבור הנאשם כשוטר ואדם, השלכה עונשית.",train
על מה מתבססת אמת המידה לקביעת קלון במקרים משפטיים?,אמת המידה לקביעתו של קלון נקבעת על יסוד תפיסות ערכיות הרווחות בחברה.,train
מדוע יש צורך במסגרת טיפולית רשמית עבור הנאשם?,"יש לקחת בחשבון, כי על הנאשם להיות במסגרת טיפולית רשמית, אשר תתווה לנאשם גבולות.",train
מהו השיקול המרכזי לקביעת מתחם הענישה במקרה של הנאשם?,"לכן, בית המשפט יקבע מתחם ענישה אחד, ויטיל עונש כולל לכל העבירות באירוע כולו, תוך שבית המשפט ייתן את דעתו למס' העבירות, סוגן, תדירותן, הזיקה בינהן, חומרת המכלול, ומידת אשמו של הנאשם (סעיף 40יג (ג) לחוק העונשין).",train
מהו המצב המשפטי שנקבע לגבי אלימות במשפחה והשפעתו על הענישה?,"אין צורך להכביר מילים על האלימות במשפחה, זו רעה חולה שלא אחת קראה פסיקת בית המשפט העליון למגרה על דרך של החמרה בענישה מחמירה של אלה שפוגעים כך בבת זוגן.",train
מהי ההצדקה המשפטית לחריגה מרף הענישה הנוהג במקרה זה?,"לפיכך, בהינתן הכשלים הראייתיים הקיימים בתיק, ולאור הליך הסולחה שנערך בין משפחת המנוח לנאשם, ובשים לב לנסיבותיו האישיות של הנאשם כמצוין לעיל, קיימת הצדקה לחריגה מרף הענישה הנוהג (ראה: רע\פ 4732/02 הנ\""ל) ולכן, מקבל אני את הסדר הטיעון.""",train
מהו תהליך השיקום שהנאשם עבר לפי התרשמות בית המשפט?,"אציין כי, שיקומו של הנאשם שבפני ניכר לא רק מרשמי שירות המבחן, אלא מרשמיו של בית המשפט שעה שהנאשם עומד מולו, ומתאר בפניו את התהליך המעמיק שהוא עבר וממשיך לעבור עם עצמו, ועם הבנתו כי עליו לבצע שינויים מעמיקים בחייו על מנת להימנע מהסתבכות עם החוק בעתיד – דבר בו הוא מורגל, ואף ראה בקרב בני משפחתו מילדותו.",train
כיצד פגעו מעשי הנאשמת בערכים של שלטון החוק?,"מעשי הנאשמת פגעו כאמור בשלומם של השוטרים, כבודם ובשלטון החוק, מידת הפגיעה בערכים עלה היא בינונית-גבוהה.",train
מהן הנסיבות שהחמירו את העונש במקרה של הנאשם?,"נסיבות ביצוע העבירות, אף הן חמורות, שכן הנאשם הורשע בשתי הזדמנויות שונות, בהן נהג ברכב כשהוא נתון להשפעת אלכוהול.",train
מהן השיקולים שנלקחו בחשבון בעת קביעת העונש במקרה של הנאשם?,"בהינתן מעשיו של הנאשם, העבירות אותן עבר, טיבן והיקפן, הערכים המוגנים שנפגעו עקב מעשיו, עוצמת הפגיעה, נסיבות ביצוע העבירה, מדיניות הענישה הנוהגת ונסיבותיו האישיות הכוללות של הנאשם לרבות העדר עבר פלילי, נמצא להטיל על הנאשם מאסר בעבודות שירות באמצע המתחם לצד ענישה נלווית.",train
כיצד יש להחיל את הלכת כתב בעבירות אסדרתיות לפי ההלכה הפסוקה?,ההלכה הפסוקה נקבעה כי יש להחיל את הלכת כתב בגמישות רבה יותר בעבירות אסדרתיות מסוג אחריות קפידה.,train
מהו הבסיס להחלטה שלא לחרוג ממתחם הענישה שנקבע לנאשם 2?,"אשר לנאשם 2, לאחר שקלול מכלול הנסיבות, לא נמצא כי יש בסיס לחרוג ממתחם הענישה שנקבע לקולא או לחומרה.",train
מהו השיקול המרכזי שהנחה את בית המשפט בקביעת מתחמי הענישה לנאשמים?,"בשים לב לערכים המוגנים, שנפגעו כתוצאה ממעשיהם של הנאשמים, למידת הפגיעה בהם, למדיניות הענישה הנוהגת, ונסיבות ביצוע העבירה, אני קובע את מתחמי הענישה הבאים.",train
מהו הכלל בפלילים לגבי הרשעה לאחר הוכחת ביצוע עבירה?,"הכלל בפלילים הוא, כי משהוכח ביצועה של עבירה, יש להרשיע את מבצעה, והחריג הוא הימנעות מהרשעה השמור למקרים הבודדים והחריגים, בהם אין יחס סביר, בין הנזק הצפוי לנאשם, לבין חומרתה של העבירה.",train
מהי החומרה שהמחוקק רואה בפגיעה של הורה בילדיו וכיצד היא מתבטאת בענישה?,"יצוין בהקשר זה, במיוחד, את החומרה היתרה שרואה המחוקק בפגיעה של הורה בילדיו אשר באה לידי ביטוי בענישה המחמירה שקבע בצד ביצוע עבירות אלה.",train
מהי הסיבה לכך שלא מתקיימים התנאים לחריגה ממתחם העונש ההולם במקרה זה?,אקדים ואומר כי אינני סבור כי זהו המקרה בו מתקיימים התנאים הנדרשים לצורך חריגה ממתחם העונש ההולם ואנמק.,train
מהו הקשר בין היקף עבודות השירות המומלץ לבין חומרת העבירות שביצע הנאשם?,"בשלים לבחומרתן הרבה של העבירות אותן עבר הנאשם, היקף עבודות השל\צ המומלץ ע\""י שירות המבחן, טעון התאמה לנסיבות על מנת לשקף הלימה חינוכית ראויה.""",train
כיצד משפיעות הנסיבות הפרטיקולריות על מדיניות הענישה בתאונות דרכים קטלניות?,"יחד עם זאת, בצד מדיניות הענישה המחמירה בתאונות דרכים קטלניות קיימות לעולם נסיבותיו הפרטיקולריות של המקרה המובא בפני ביהמ\ש.""",train
כיצד משפיעה העובדה שהנאשם הוא עורך דין על שיקולי הענישה בעניינו?,"מעבר לכך, דווקא העובדה שהנאשם ביצע את העבירות כשהוא עורך דין ושימש בעבר כתובע פלילי בעבירות תכנון ובנייה, גם אם לא במהלך כל התקופה בה בוצעו העבירות, היא נסיבה לחומרה, הפועלת לחובתו.",train
