question,answer,split
"מהו מעמדו של תסקיר שירות המבחן בהליך המשפטי, וכיצד הוא משפיע על שיקול הדעת של בית המשפט?","מן המפורסמות כי תסקיר שירות המבחן, על אף הערכת מקצועיותו הרבה, מהווה המלצה בלבד ובית המשפט רשאי להפעיל את שיקול דעתו בהתחשב בכלל האינטרסים העומדים לפניו (ראו למשל: ע\פ 2032/15 ממן נ' מדינת ישראל, בפסקה 22 (11.8.2015); ע\""פ 6341/14 בן איטשי נ' מדינת ישראל, בפסקה 13 (8.7.2015); בש\""פ 5309/05 צמח נ' מדינת ישראל, בפסקה 6 (29.6.2005)).""",train
"מהי מידת הפגיעה בערכים המוגנים במקרה זה, בהתחשב בסיכון שיצר הנאשם למשתמשי הדרך?","מידת הפגיעה בערכים המוגנים היא ברף גבוה, בשים לב לסיכון שיצר הנאשם למשתמשי הדרך.",train
מהו השיקול שנלקח בחשבון בעת גזירת העונש של הנאשמת?,"בבואי לגזור את עונשה של הנאשמת בתוך מתחם העונש ההולם, לקחתי בחשבון את השיקולים הבאים: את היותה נעדרת עבר פלילי.",train
מהי מידת הפגיעה בערכים המוגנים במקרה זה?,"מידת הפגיעה בערכים המוגנים היא משמעותית,  מידת הפגיעה היא ברף העליון בכל הנוגע לכיבוד החלטות שיפוטיות.",train
מהו הערך המוגן שנפגע בעבירות שביצע הנאשם ומהי מידת הפגיעה בו?,"הערך המוגן הנפגע בעבירות שביצע הנאשם הוא הגנה על רכושו של אדם ועל תחושת הביטחון של הציבור מידת הפגיעה בערך המוגן היא ברף הנמוך-בינוני, בשים לב לנזק שנגרם לרכב ומאידך לכך שלא נגנב דבר.",train
מהי מידת הפגיעה בערך המוגן במקרה של גידול הסם על ידי הנאשם?,"מידת הפגיעה בערך המוגן היא ממשית, בשים לב לכמות הסם שגידל הנאשם.",train
מהו השיקול שהשפיע על ההבנה כי התקיפה בוצעה ללא תכנון מוקדם?,"נתתי דעתי לכך שהתקיפה בוצעה ללא תכנון מוקדם, על רקע תחושתה של הנאשמת כי המתלונן כמעט ופגע בה עם רכבו עת הלכה על הכביש.",train
כיצד משפיעה גילה של הנאשמת על גזירת העונש במקרה זה?,אתחשב  בפגיעה של העונש בנאשמת לרבות בשל גילה ובעובדה שהנאשמת זקוקה לרשיונה על מנת להסיע את נכדיה למסגרות השונות,train
מה קובע המחוקק לגבי חריגה מהעונש במקרים של שיקום הנאשם?,"המחוקק קבע בסעיף 40ד' לחוק כי אם הנאשם השתקם, או שיש סיכוי של ממש שישתקם, יכול בית המשפט לקבוע כי העונש שיוטל על הנאשם יחרוג ממתחם העונש ההולם, וזאת מטעמי שיקום.",train
מהו השיקול שהוביל למסקנה כי אין הצדקה להימנע מהרשעת הנאשם למרות הפגיעה ביכולת הדיג?,"גם אם ההרשעה תביא לביטול אישור הכניסה לנמל ופגיעה מסוימת ביכולת הדיג, אין מדובר בפגיעה שעוצמתה בלתי נסבלת עד כדי הצדקה להימנע מהרשעה.",train
מהי ההמלצה של שירות המבחן לגבי הנאשמת?,"שירות המבחן סבר כי יש לעודד ולחזק את הדרך בה נמצאת הנאשמת, דרך שיקומית שיש בה כדי להפחית הסיכון להישנות עבירות.",train
מהי מידת הפגיעה בערך המוגן בעבירת האיומים במקרה זה?,מידת הפגיעה בערך המוגן בעבירת האיומים שביצע הנאשם הינה ברף הבינוני בשים לב לתוכן האיומים (הנאשם איים לשרוף את אגף הרווחה).,train
מהן הנסיבות שנלקחו בחשבון בעת קביעת העונש בגין העסקת עובדים שלא כחוק?,"באשר לנסיבות ביצוע העבירה לקחתי בחשבון כי הועסקו 3 עובדים שלא כחוק (אם כי העבירה בוצעה לפני התיקון בחוק אשר הכפיל את העונש המירבי על העסקת שני עובדים או יותר), וכי אין אינדיקציה לגבי משך תקופת ההעסקה.",train
מדוע יש לראות בעמדת בא כוח הנאשם ככזו שעשויה לפגוע בעקרון ההרתעה?,"קבלת עמדתו של בא כוח המבקש, לפיה יש לראות בנסיבות האמורות כשיקול לקולא, עשויה לעודד נישומים אחרים לבצע עבירות מס, ולשמוט את הקרקע מתחת לעקרון ההרתעה, העומד בבסיס הגדרתן כעבירות פליליות.",train
מהו הרציונל מאחורי העבירה של איסור גידול סמים מסוכנים?,"הרציונל העומד מאחורי העבירה של איסור גידול סמים מסוכנים הוא למנוע הכנסת סם חדש למערכת ההפצה הכוללת, שכן אין לדעת לאן יגיע הסם ומה ייעודו.",train
מהי ההשפעה של פגיעה בדיווח ובתשלום המס על הציבור הרחב?,"פגיעה בדיווח במועד ובתשלום המס גוררת פגיעה  בכיסו של כל אזרח ואזרח, במחסור בשירותים ציבוריים, פגיעה בערך השוויון בחלוקת נטל המס, פגיעה בסולידריות החברתית, פגיעה ביכולתה של רשות המס לקבל המידע הדרוש לה לצורך גביית מס אמת, ולבצע את מלאכת גביית המס והפיקוח על הגביה.",train
מדוע לא התקבל המתחם שהוצג על ידי המאשימה?,"אין בידי לקבל המתחם, שכן לאור חומרת החבלות הרף התחתון כמו גם הרף העליון של המתחם גבוהים יותר מאלו שהוצגו על ידי המאשימה.",train
"מהי מידת הפגיעה בערכים המוגנים במקרה של אי הגשת דוחות מע\מ במועד?""",מידת הפגיעה בערכים המוגנים אינה ברף מאוד גבוה בשים לב להיקף הפגיעה בקופה הציבורית.,train
"מדוע לא ניתן להימנע מהרשעה במקרה של הנאשם על פי הלכת \כתב\""?""","יישום המבחנים שנקבעו בהלכת \כתב\"" כשיקול יחיד יכול ואינו מצדיק הימנעות מהרשעה בעניינו של הנאשם, שכן  על אף שסוג העבירה מאפשר לוותר על הרשעה בנסיבות המקרה המסוים מבלי שלפגוע בשיקולי הענישה האחרים, הרי שלא מתקיים התנאי לפיו הרשעה תפגע פגיעה חמורה בשיקומו של הנאשם.""",train
מהן הנסיבות בהן ניתן לסטות מהמדיניות הנוהגת בענישה?,"עוד נקבע על ידי בית המשפט העליון כי ניתן לסטות מהמדיניות הנוהגת רק במקרים חריגים ויוצאי דופן, בהם מדובר ברמת רשלנות נמוכה וכאשר מתקיימות נסיבות אישיות יוצאות דופן, המצדיקות, חרף הכלל האמור, שלא לשלוח את הנאשם האינדיבידואלי למאסר מאחורי סורג ובריח.",train
מהי מידת הפגיעה בערך המוגן במקרה של גניבה בידי עובד ממעביד?,מידת הפגיעה בערך המוגן היא ברף הנמוך בשים לב לשווי הגניבה.,train
מדוע לא מצא בית המשפט הצדקה לחרוג ממתחם העונש ההולם בעניינו של הנאשם?,"בעניינו של הנאשם לא מצאתי הצדקה לחרוג לחומרה או לקולה ממתחם העונש ההולם, גם לא משיקולי שיקום.",train
כיצד משפיע מצבו הרפואי של הנאשם על גזירת העונש?,לקחתי בחשבון את מצבו הרפואי של הנאשם.,train
כיצד השפיע חלוף הזמן מביצוע העבירה על גזירת העונש?,לקחתי בחשבון את חלוף הזמן מביצוע העבירה (כמעט 4 שנים).,train
מהי השפעת הרשעה על אפשרות פרנסתו של הנאשם שנלקחה בחשבון?,"לקחתי בחשבון את השפעת העונש על הנאשם, את האפשרות שכתוצאה מהרשעה תוגבל אפשרות פרנסתו.",train
"מהו הנזק הקונקרטי שלא הוכח במקרה זה, אשר משפיע על האיזון בין ההרשעה הפלילית לתועלתה הציבורית?",בוודאי לא נזק קונקרטי שעוצמתו עלולה ליצור פער בלתי נסבל בין עוצמת פגיעתה של ההרשעה הפלילית בנאשם לבין תועלתה של ההרשעה לאינטרס הציבורי-חברתי הכללי.,train
מדוע לא מצאה השופטת הצדקה לסטות ממתחם העונש ההולם?,לא מצאתי הצדקה לסטות לקולה או לחומרה ממתחם העונש ההולם.,train
מהו מתחם העונש ההולם לעבירות בנסיבות המפורטות במקרה זה?,לאור כל המפורט אני קובעת כי מתחם העונש ההולם לעבירות בנסיבות שבפניי נע ממאסר מותנה ועד  שנת מאסר.,train
מהי תרומתו של הנאשם לחברה שנלקחה בחשבון בגזר הדין?,"נתתי דעתי לתרומתו של הנאשם לחברה ולקהילה, את נכונותו לעזור לזולת, את התנדבותו, ואפילו את מאמציו לתרום תרומות כספיות, על אף מצבו הכלכלי הקשה.",train
מהן הנסיבות האישיות של הנאשם שנלקחו בחשבון בהחלטה על העונש?,"לקחתי בחשבון את נסיבותיו האישיות של הנאשם, את השפעת העונש על הנאשם, ועל משפחתו.",train
מהו הנימוק לכך שבנסיבותיו של הנאשם לא ניתן לבטל את ההרשעה?,"ואכן, בנסיבותיו של הנאשם לא מתקיימים החריקים המצדיקים ביטול ההרשעה.",train
כיצד משפיעים האיסורים הפליליים על הימנעות מהעברת מסים במצבים של קשיים כלכליים?,"יוצא אפוא כי על-פי תכליתם, האיסורים הפליליים על הימנעות מהעברת מסים שנגבו משתרעים גם על מצבים שבהם לפרט עומדת אך ברירה בין עיכוב כספי המסים בידיו לבין התמוטטותו הכלכלית.",train
מהו השיקול שהשפיע על ההחלטה להקל בעונש הנאשם?,זקפתי לזכותו של הנאשם את העובדה שבחר לקחת אחריות על מעשיו בהזדמנות ראשונה.,train
מהי הסיבה לכך שלא הוחלט על הפעלת המאסר המותנה במקרה זה?,"בנסיבות תיק זה, ומאחר שהתרשמתי כי הנאשם מתמיד במקום עבודה מסודר, מראה סימנים של התייצבות וכי יש יסוד לציפיה שחזר לדרך הישר, לא מצאתי כי יהיה זה צודק בנסיבות העניין להורות על הפעלת המאסר המותנה.",train
אילו ערכים חברתיים נפגעים בעבירה של הסגת גבול כדי להקניט?,"הערכים החברתיים אשר נפגעו מביצוע עבירה של הסגת גבול כדי להקניט הם שמירה על קניינו של אדם, ושמירה על תחושת בטחונו של הציבור.",train
מהו השיקול שהנחה את בית המשפט בקביעת העונש במקרה זה?,את שיקול  הרתעת היחיד והרבים בגדרו של המתחם.,train
מהו החריג לכלל המאפשר העדפת השיקול האינדיבידואלי על פני האינטרס הציבורי במקרה זה?,"בנסיבות אלו מצאתי כי מתקיים החריג לכלל המצדיק את העדפת השיקול האינדיבידואלי על פני האינטרס הציבורי, החברתי הכללי.",train
מהן הנסיבות החריגות שבהן ניתן להימנע מהרשעה פלילית?,עם זאת קיימים מקרים חריגים מיוחדים ויוצאי דופן בהם קיימת הצדקה להימנע מהרשעה וזאת כאשר עלול להיווצר פער בלתי נסבל בין עוצמת פגיעתה של ההרשעה הפלילית בנאשם האינדיבידואלי לבין תועלתה של ההרשעה לאינטרס הציבורי-חברתי הכללי.,train
מי נושא בנטל להוכיח את השיקולים המובילים להעדפת שיקולי השיקום?,"מדובר במעין \מקבילית כוחות\"": הנטל לשכנע את בית המשפט ששיקולי השיקום גוברים, מוטל על הנאשם.""",train
מהי המדיניות שהציב בית המשפט העליון לגבי ענישה בעבירות גרימת מוות בנהיגה רשלנית?,"בית המשפט העליון התווה מדיניות ענישה בעבירות של גרימת מוות בנהיגה רשלנית, לפיה, בעבירות אלו יושתו על הנאשמים עונשי מאסר בפועל לריצוי מאחורי סורג ובריח, ופסילה בת שנים, גם כאשר עסקינן בנאשמים שהם אנשים נורמטיביים.",train
"מהו השיקול שהנחה את בית המשפט בהחמרת העונש והוספת שעות של\צ לנאשם?""","בית המשפט המחוזי קבע כי מתחם העונש ההולם שנקבע היה צריך לכלול גם מאסר בפועל כמסר המבטא את החומרה של העבירה והצורך בהרתעה מפני ביצועה, והחמיר בעונשו של המשיב על דרך הוספת  120 שעות של\צ.""",train
מדוע לא מתקיימים החריגים המצדיקים ביטול ההרשעה במקרה של נאשם צעיר?,"הגם שעסקינן בנאשם צעיר בגילו והגם שעבירת הסמים הינה במדרג חומרה נמוך, עדיין לא מתקיימים החריגים המצדיקים ביטול ההרשעה.",train
מהו הנזק החברתי שנגרם כתוצאה מהחזקת סם לצריכה עצמית?,"הערכים החברתיים אשר נפגעו בעבירה של החזקת סם לצריכה עצמית והחזקת כלים לצריכה עצמית של סם,  הם הגנה מפני הנזקים הישירים והעקיפים אשר נגרמים עקב שימוש בסמים  (פגיעה בשלומו ובריאותו הפיזי והנפשי של הציבור, התדרדרות לעבירות רכוש ואלימות לצורך השגת הסמים).",train
מהו מתחם העונש ההולם שנקבע במקרה של רשלנות ברף הבינוני-גבוה?,"לאחר שבחנתי את נסיבות העבירות בתיק שבפני, כשעסקינן ברשלנות ברף הבינוני –גבוה, ואת הפסיקה הנוהגת אני קובעת כי מתחם העונש ההולם כולל רכיב של מאסר בפועל לתקופה של 9-24 חודשים, לצד רכיב פסילה של 8-15 שנים, וענישה נלווית.",train
מהו העיקרון המשפטי שהדגיש בית המשפט העליון לגבי ענישה בעבירות סמים שלא לצריכה עצמית?,"בית המשפט העליון הדגיש פעמים רבות את חומרתן של עבירות הסמים שלא לצריכה עצמית וחזר לא אחת על הצורך, ככלל, בהטלת ענישה חמורה בגין עבירות אלה.",train
מהי העמדה העונשית שהייתה מתקבלת אילולא שיקולי השיקום במקרה זה?,"אין ספק שאלמלא שיקולי שיקום, היה מקום לאמץ את עמדתה העונשית של המאשימה ולהטיל על הנאשם מאסר ממושך, ברף העליון של המתחם, או בסמוך לו, תוך הפעלת המאסרים המותנים במצטבר.",train
מה קבע בית המשפט לגבי החומרה של מעשי העבירה בהקשר של הרשעה?,"בית המשפט קבע כי  מדובר במעין \מקבילית כוחות\"": במקרה דנן, מעשי העבירה חמורים ולא ניתן להסתפק בפגיעה עתידית ערטילאית כתוצאה מהרשעה.""",train
מהי רמת הסיכון להישנות התנהגות אלימה בעתיד שנמצאה במקרה זה?,לקחתי בחשבון כי רמת הסיכון להישנות התנהגות אלימה בעתיד נמוכה.,train
מהי ההעדפה שניתנה לפן השיקומי בעניינו של הנאשם במקרה זה?,שוכנעתי כי בעניינו של הנאשם שבפניי יש ליתן עדיפות לפן השיקומי על פני שיקולי ענישה מחמירים באופן שמצדיק להימנע מהטלת מאסר ומצדיק להורות על הארכת המאסר המותנה.,train
אילו נסיבות אישיות של הנאשם נלקחו בחשבון בעת גזר הדין?,"לקחתי בחשבון את נסיבותיו האישיות של הנאשם, כפי שפורטו בהרחבה בתסקיר שירות המבחן וכפי שפורטו היום בפניי, את היותו נפגע פעולות איבה במסגרת מבצע עמוד ענן ואת התנאים בהם גדל במשפחתו הגרעינית ואת המצב הקשה בבית על רקע המצוקה הכלכלית.",train
מהי העובדה המקל שנזקפה לזכותו של הנאשם?,זקפתי לזכותו של הנאשם את העובדה שבחר לקחת אחריות ולהודות בהזדמנות ראשונה.,train
מהי מידת הפגיעה בערך המוגן בעבירות שביצע הנאשם בהתחשב בסוג הסם ובכמותו?,"מידת הפגיעה בערך המוגן בעבירות שביצע הנאשם הן ברף הנמוך-בינוני זאת בשים לב מחד לסוגו של הסם (קנביס) ולמהות הכלי שהוחזק (\באנג\"") ולכך שנועדו לצריכתו העצמית של הנאשם, ומאידך לכמות הסם שהוחזקה על ידו (159.2 גרם).""",train
מהו השיקול שראוי להתחשב בו לצרכי ענישה במקרה זה?,"לצרכי ענישה, ראוי אפוא להתחשב במידה מסויימת, מועטה, בחולשה האנושית הנ\ל.""",train
מהו מתחם העונש ההולם לאירוע של החזקת סמים לצריכה עצמית?,"לאור כל המפורט לעיל  אני קובעת כי מתחם העונש ההולם לאירוע בכללותו, בשים לב שהסם הוחזק לצריכה עצמית, נע ממאסר מותנה ועד למאסר קצר שיכול וירוצה בעבודות שירות.",train
מדוע לא מצא בית המשפט הצדקה לחרוג ממתחם העונש ההולם במקרה זה?,"בהתאם לכך, הגם שבית המשפט רשאי לחרוג ממתחם העונש ההולם משיקולי שיקום, לא מצאתי כי בנסיבות שבפני קיימת הצדקה לעשות כן.",train
מהו הערך המוגן שנפגע בעבירות שביצע הנאשם?,"הערכים המוגנים שנפגעו בעבירות שביצע הנאשם הם זכותו של אדם לשמירה על בטחונו האישי ועל שלמות גופו ובפרט זכותה של אישה להיות מוגנת מפני אלימות בן זוגה, כיבוד החוק, שמירה על סדרי השלטון והמשפט ושמירת ביטחון הציבור ובפרט שמירה על שלוות הנפש של מי שהצו נועד להגן עליו, בחירותו ובתחושת ביטחונו.",train
מהי הסיבה להורות על חפיפת המאסרים שהוטלו על הנאשם?,בשל כך אף מצאתי הצדקה להורות על חפיפת המאסרים אותם מצאתי לנכון להטיל על הנאשם בתיקים אלו.,train
מהי הסיבה להחלטה להטיל על הנאשם מאסר בדרך של עבודות שירות?,"במכלול הנתונים שבפניי, מצאתי הצדקה להורות, באופן חריג, שהמאסר שיוטל על הנאשם ירוצה בדרך של עבודות שירות.",train
מהו העונש המומלץ לנאשם בהתאם לנסיבותיו האישיות?,"אני סבורה כי בנסיבותיו של הנאשם ניתן להסתפק בענישה ברף התחתון של מתחם העונש ההולם בכל הנוגע לרכיב המאסר, תוך הטלת מאסר מותנה מרתיע שיהווה תמרור אזהרה מפני מעידה נוספת בעתיד.",train
מדוע נחשב האינטרס השיקומי לשיקול חשוב בענישה?,"אכן האינטרס השיקומי הוא רב ערך ותורם רבות לנאשם, כמו גם לחברה בכללותה, ועם זאת, מדובר בשיקול אחד מתוך מכלול שיקולי הענישה...",train
מהו הערך המוגן בעבירה של תקיפת זקן הגורמת חבלה של ממש?,"הערך המוגן בעבירה של תקיפת זקן הגורמת חבלה של ממש הוא שמירת ביטחונו ושלמות גופו של אדם, ובפרט שמירה על שלמות גופם וביטחונם של הקשישים שבאוכלוסייה.",train
מהי העובדה שזוקפה לזכות הנאשם בעת גזירת העונש שלו?,בבואי לגזור את עונשו של הנאשם בתוך מתחם העונש ההולם לקחתי בחשבון את הנתונים שלהלן: זקפתי לזכותו של הנאשם את העובדה שבחר לקחת אחריות ולהודות במיוחס לו בהזדמנות ראשונה.,train
מדוע הפגיעה בערך המוגן גבוהה יותר כאשר השמדת הראיה נועדה למנוע העמדה לדין על עבירה חמורה?,"ככל שהשמדת הראיה נועדה למנוע העמדה לדין על עבירה חמורה יותר, כך הפגיעה בערך המוגן גבוהה יותר.",train
כיצד השפיע גילו הצעיר של הנאשם על ההחלטה בעניינו?,לקחתי בחשבון את גילו הצעיר של הנאשם במועד ביצוע העבירה.,train
"מהו השיקול שנלקח בחשבון לגבי ריצוי המאסרים, חופף או מצטבר?",שקלתי אם בנסיבות שבפני ראוי שהמאסרים אשר יוטלו  ירוצו בחופף או במצטבר זה לזה.,train
"מהי מידת הפגיעה בערכים המוגנים במקרה זה, בהתחשב בהיקף הפגיעה בקופה הציבורית?",מידת הפגיעה בערכים המוגנים אינה ברף הגבוה בשים לב להיקף הפגיעה הנמוך בקופה הציבורית.,train
מהו השיקול המשפטי שהשפיע על ההחלטה לגבי העיכוב בהגשת כתב האישום נגד הנאשם?,"אמנם המאשימה עמדה בקריטריונים שקבע המחוקק בסעיף 57א לחסד\פ, אך לא ניתן להתעלם מכך שהנאשם הועמד לדין על עבירות שבוצעו בשנים 2013-2014,  וכתב האישום הוגש בשנת 2021 קרי 7-8 שנים לאחר העבירות.""",train
מהו השיקול שהוביל למסקנה כי הרשעה לא תפגע בשיקומו של הנאשם?,"בעוד שהנאשם לקח אחריות מלאה על ביצוע העבירה והסיר את המחדל במלואו, לא שוכנעתי כי הרשעה תפגע בשיקומו של הנאשם או יגרם לו נזק קונקרטי כזה המצדיק ביטול ההרשעה.",train
כיצד השפיעה הסרת המחדל על גזירת הדין במקרה זה?,"זקפתי לזכותו את העובדה שפעל להסרת המחדל , הגם שבאופן חלקי ולאחר הגשת כתב האישום שילם כמעט 40,000 ₪ על חשבון החוב והפחיתו באופן משמעותי.",train
מהי התרשמות בית המשפט לגבי מאמצי הנאשם לשנות את אורחותיו בהליך השיקומי?,"התרשמותי היא כי הנאשם לא עשה מאמץ של ממש לשנות אורחותיו, ולא ניצל באופן משמעותי את ההליך השיקומי שהוצע לו.",train
מהו הערך המוגן בעבירה של נהיגה ללא ביטוח?,הערך המוגן בעבירה של נהיגה ללא ביטוח- הינו ערך חברתי כלכלי של סיוע לנפגעי התאונות תוך חלוקת הנטל הכלכלי הכרוך בכך על כלל ציבור הנהגים.,train
מהו ההסבר לכך שהנאשם לא יהיה זכאי להנחת הודיה?,"אין בכך כמובן כדי להצדיק החמרה בעונשו, אך הנאשם לא יהיה זכאי ל'הנחת הודיה' השמורה לאלו אשר בוחרים לקחת אחריות ולהודות בהזדמנות ראשונה.",train
כיצד משפיע המצב הכלכלי של הנאשם על קביעת מתחם הקנס?,"עם זאת, ובהתאם להוראת סעיף 40 ח לחוק העונשין, בקביעת מתחם הקנס ההולם יש להתחשב גם במצבו הכלכלי של הנאשם.",train
מהן הנסיבות האישיות של הנאשם שנלקחו בחשבון בגזירת העונש?,"לקחתי בחשבון את נסיבותיו האישיות של הנאשם, כפי שעולות מטיעוני ההגנה, מדברי הנאשם ומתסקירי שירות המבחן.",train
אילו הערכות של שירות המבחן נלקחו בחשבון בנוגע להתנהגות הנאשם?,"לקחתי בחשבון את הערכת שירות המבחן כי הנאשם מבטא רצון לנהל אורח חיים נורמטיבי ועם זאת במצבי תסכול מגיב באופן תוקפני, לקחתי בחשבון את הערכת שירות המבחן כי קיים סיכון להישנות עבירות, וכי הליך טיפולי יכול להפחית את הסיכון.",train
מהן הנסיבות החריגות שבהן ניתן להימנע מהרשעה למרות העבירה שביצע הנאשם?,עם זאת קיימים מקרים חריגים מיוחדים ויוצאי דופן בהם קיימת הצדקה להימנע מהרשעה וזאת כאשר עלול להיווצר פער בלתי נסבל בין עוצמת פגיעתה של ההרשעה הפלילית בנאשם האינדיבידואלי לבין תועלתה של ההרשעה לאינטרס הציבורי-חברתי הכללי.,train
מהו המאמצים שהנאשם עשה כדי לשוב למוטב לאחר שחרורו ממאסר?,"לקחתי בחשבון את המאמצים שערך הנאשם לחזור למוטב, במובן זה שלאחר שהשתחרר ממאסרו האחרון, גמר אומר בליבו לפעול להוצאת רישיון נהיגה על מנת שיוכל לנהוג כחוק.",train
כיצד משפיעה העובדה שהנאשם לא ביצע עבירות נלוות על שיקול ההרשעה?,"הגם שהנאשם נעדר הרשעות קודמות, הגם שעסקינן בעבירה מסוג עוון שהעונש הקבוע בצידה עומד על שנתיים מאסר, והגם שהשב\ח לא ביצע עבירות נלוות, עדיין עסקינן ב- 7 עבירות של העסקת תושב זר, עבירות שנמשכו על פני חודש וחצי, אין עסקינן במעידה חד פעמית.""",train
מהי הדרישה להוכחת פער בלתי נסבל בין פגיעת ההרשעה לתועלתה הציבורית?,יש להוכיח  כי עלול להיווצר פער בלתי נסבל בין עוצמת פגיעתה של ההרשעה הפלילית בנאשמת לבין תועלתה של ההרשעה לאינטרס הציבורי-חברתי הכללי.,train
מהו הערך החברתי המוגן שנפגע בעקבות העבירה של הסעת תושב זר השוהה שלא כדין?,"הערך החברתי המוגן שנפגע כתוצאה מהעבירה של הסעת שב\ח הוא שלום הציבור ובטחונו וזכותה של מדינה ריבונית לקבוע את זהות הבאים בשעריה.""",train
מהו השיקול שהוביל לגזר דין ברף התחתון של המתחם בעניינו של הנאשם?,"לאור מכלול נתוניו של הנאשם ובדגש על כך שהסיר חלק מהמחדל הגם שלא את כולו, מצאתי לגזור את עונשו של הנאשם ברף התחתון של המתחם בכל הנוגע לרכיב המאסר.",train
מהו הנטל המוטל על הנאשם כדי לשכנע את בית המשפט בשיקולי השיקום?,"בפרשת כתב ציין כב' השופט ש' לוין את שיקולי השיקום, המנחים בדרך כלל את שרות המבחן להמליץ על עונשים ללא הרשעה, ואלה הם: הנטל לשכנע את בית המשפט ששיקולי השיקום גוברים, מוטל על הנאשם.",train
מהו ההשפעה של עונש מאסר בפועל על הליך השיקום של הנאשם לפי שירות המבחן?,"שירות המבחן העריך כי עונש מאסר בפועל, יפגע בהליך השיקום שעובר הנאשם, באורח החיים היציב שסיגל לאחרונה ובמצבו הכלכלי.",train
מהו השיקול המרכזי שניתן דגש עליו בגזר הדין?,"לקחתי בחשבון את שיקול הרתעת היחיד, מצאתי ליתן דגש לשיקול זה, בשים לב להיות העבירה חוזרת, ובשים לב לכך שהליך טיפולי לא צלח.",train
מהן הסיבות לכך שלא ניתן להימנע מרכיב פסילה בפועל במקרה זה?,"על אף שעסקינן בעבירה ראשונה על פקודת הסמים, בשים לב לכמות הסם שהוחזקה, ולכך שהוחזקה ברכב, ועל אף הזמן הרב שחלף אני סבורה כי לא ניתן להימנע מרכיב פסילה בפועל, הגם שרכיב זה יהיה סמלי.",train
מהו השיקול שהשפיע על קביעת העונש במקרה זה?,מצאתי לתת משקל להרתעת הרבים בתוך גדרי מתחם העונש ההולם.,train
מהי העובדה שזקפת לזכות הנאשם כאשר הוא לקח אחריות על מעשיו?,זקפתי לזכותו של הנאשם את העובדה שבחר לקחת אחריות על מעשיו.,train
מהי העובדה שזכתה להכרה חיובית בגזר הדין של הנאשם?,זקפתי לזכותו של הנאשם את העובדה שבחר לקחת אחריות ולהודות במיוחס לו בהזדמנות ראשונה.,train
