text,split
"טיעוניו לפסק דין בת\פ 28209-08-20 מדינת ישראל נ' מחמיד שניתן בבית משפט זה ע\""י כב' השופט קפלן (ערעור שהוגש ע\""י הנאשם נדחה) ובהתאם לאמור בגזר דין זה, עתר לקביעת מתחם עונש הולם למאסר בפועל בין 10-20 חודשים וביקש למקם את עונשו של הנאשם בתוך המתחם ברף התחתון, היינו, 10 חודשי מאסר לצד ענישה הצופה פני עתיד. בענייננו כאמור מדובר בנאשם אשר הורשע בעבירות סיוע להתפרצות לדירת מגורים, ניסיון גניבה, הסעת תושב זר השוהה שלא כדין בשטחי המדינה והחזקת מכשירי פריצה. בשים לב לעונש שהוטל על האחר ולאור העבירות בהן הורשע הנאשם אני קובע כי מתחם העונש ההולם יעמוד על מאסר שבין 7-15 חודשים לצד ענישה הצופה פני עתיד, פסילה בפועל, פסילה על תנאי וקנס. הנאשם שבפני בן 54 שנה נשוי ואב ל- 6 ילדים, נעדר הרשעות קודמות, לקח אחריות מלאה על מעשיו וחסך זמן שיפוטי יקר. הנאשם הסביר שהרקע לביצוע העבירות מקורו ברצון לפרוע את חובותיו הכספיים לשוק האפור שצבר בנו. הנאשם שהה במעצר למשך כ- 10 ימים וממועד שחרורו שהה בתנאים מגבילים בהם מעצר בית מלא לפרק זמן של שבעה וחצי חודשים, ללא הפרות כלשהן. תסקיר שירות המבחן נמנע מהמלצה טיפולית, אך מנגד, הומלץ על הטלת ענישה בדמות מאסר שירוצה בעבודות שירות ולא מאחורי סורג ובריח. שירות המבחן התרשם שענישה שכזו תחדד עבור הנאשם את אחריותו לבחירותיו ותמחיש לו את חומרת התנהגותו, כך גם להתרשמות שירות המבחן ענישה שכזו תקטין את הסיכון להישנות התנהגות עוברת חוק, מצד הנאשם בעתיד. אני סבור שבאיזון המתבקש, יהיה זה נכון שלא לנכות את תקופת המעצר מעונש המאסר שיוטל על הנאשם בגין תיק זה, כך שבנסיבות העניין ירצה הנאשם עונש""",train
"אלא מכלול של שיקולים. במלאכת הענישה בכל מקרה ומקרה חייב השופט למצוא את המשקל הראוי שיש להעניק לכל אחד מהשיקולים הנזכרים, תוך שהוא מודע לכך כי לעיתים קרובות שיקול אחד בא על חשבונו של שיקול אחר. מכאן, שהעונש אשר מוטל בסופו של דבר על הנאשם, אינו אלא תוצאה \משוקללת\"" – אם תרצה פשרה – של השיקולים השונים שיש להביאם בחשבון. מלאכת \""שקלול\"" זו אינה מלאכה מדעית, אך היא אף אינה מלאכה שרירותית. היא ענין שבשיקול דעת, הנעשה על הרקע הכללי והאינדיבידואלי, במסגרת המדיניות העונשית הכללית כפי שהיא מתבצעת על-ידי בתי-המשפט\"" (ע\""פ 212/79 פלוני נ' מדינת ישראל, פ\""ד לד(2) 421, 434 (1979))....\"". הנאשם שלפניי מחזיק ברישיון משנת 2003, לחובתו 4 הרשעות קודמות לרבות בעבירה של נהיגה תחת השפעה בגינה נגזר עליו עונש מאסר מותנה לתקופה של 4 חודשים שהינו בר הפעלה, פסילה בפועל, פסילה מותנית ברת הפעלה וקנס בתיק 539-08-19. כל אלו אמנם לא הרתיעו את הנאשם, אולם לא הוטל עליו מאסר בפועל מאחורי סורג ובריח או מאסר בפועל לביצוע בעבודות שירות ונדמה כי שליחתו בעת הזו, לנשיאת מאסר בפועל, אפילו לביצוע בעבודות שירות, הינה ענישה דרקונית כאשר ידוע כי על הענישה להיות מידתית ומדורגת. כמו כן, מאז ביצוע העבירות בתיק זה, לא נרשמו לחובת הנאשם הרשעות נוספות. הנאשם בן 44 מתפקד באופן נורמטיבי וחיובי, מצוי בזוגיות ארוכה ותומך כלכלית באמו. הנאשם ניהל הוכחות באופן חלקי אולם, לאחר עריכת הסדר עם המאשימה והגשת כתב אישום מתוקן, הודה ולקח אחריות כך שלמעשה, חסך מזמנם של בית המשפט והעדים. שירות המבחן הגיש 2 תסקירים מהם עולה השינוי שחל בגישת הנאשם לאחר שהנ\""ל משתתף בטיפול ביחידה להתמכרויות וכן באלכוהוליסטים אנונימיים.""",train
"וככל שהנאשם לא הפנים זאת בעצמו, על בית המשפט להעביר לנאשם מסר חד וברור שאינו משתמע לשתי פנים שהתנהגותו האלימה, הבזויה והמכוערת, מחייבת הטלת ענישה מוחשית מאחורי סורג ובריח. ביחס למדיניות הענישה הנוהגת, בפסיקה נקבע מתחם ביחס לעבירות איומים שנע בין מאסר מותנה וצו של\צ כאשר עסקינן באירוע איומים בודד ללא עבירות נלוות ועד ל- 12 חודשי מאסר בפועל כאשר לעבירת האיום נלוות עבירות של תקיפת סתם או איומים חמורים (ר' למשל ת\""פ 43163-08-18 מדינת ישראל נ' פלוני, עפ\""ג 3328-05-15 פלוני נ' מדינת ישראל, עפ\""ג 5601-09-17 אגרוף נ' מדינת ישראל). ברע\""פ 4265/15 דדון נ' מדינת ישראל – בית המשפט העליון אישר מתחם עונש שבין 3 חודשי מאסר שיכול ויבוצע בעבודות שירות ועד 14 חודשי מאסר בפועל וזאת ביחס לנאשם שהורשע בכך שאיים על המתלונן שיהרוג אותו ואף דחף אותו. כאמור, בעניינו לאיומי הנאשם נלוו גם ריבוי עבירות תקיפה הגורמות חבלה של ממש כך שיש לגזור מתחם ענישה חמור יותר מזה שהוזכר. הפסיקה הנוהגת בעבירות אלימות אף היא ידועה ומוכרת וקוראת, ככלל, להחמרה בעונשם של עברייני האלימות. על הערכים המוגנים בעבירות אלימות ועל הצורך לנקוט בענישה מרתיעה כלפי במצעי עבירות אלימות, עמד ביהמ\""ש העליון בע\""פ 5641/09 מדינת ישראל נ' ברזנסקי (22.03.10): יחד עם זאת, מנעד הענישה רחב ותלוי נסיבות רבות, וביניהן: מעשה התקיפה ונסיבותיו, הפציעות והנזקים שנגרמו לנפגע העבירה, האם התקיפה בוצעה בצוותא עם אחרים, בין בני משפחה או בני זוג, האם בוצעה באמצעות נשק קר או חם וכו'. ברע\""פ 2494/18 גורדון נ' מדינת ישראל (07.06.18) – המבקש הורשע בשתי עבירות תקיפה הגורמת חבלה של ממש שביצע כנגד שתי מתלוננות לאחר שתקף אותן באגרופים וסטירות ומשך בחוזקה""",train
"ניתן בנוכחותו, בתתע\א 8712-07-16 בגזר דין שניתן ביום 10.08.16 מאסר מותנה אמור לשמש כלי הרתעה מרכזי מפני ביצוע עבירות נוספות כלפי מי שעבר עבירות בעבר. לפיכך, הארכתו של מאסר מותנה או חידושו אמורים להיעשות במקרים חריגים וייחודיים ומנימוקים מיוחדים שיירשמו. לעניין זה, אפנה לדברים הבאים, כפי שנאמרו בעפ\""ת (מחוזי חי') 9687-10-18 מדינת ישראל נ' עלי עאסלה (פורסם בנבו, 25.10.2018) : אין צורך להכביר במילים אודות חמורתן של העבירות בהן הורשע הנאשם, ואין להקל בהן ראש, במיוחד נוכח העובדה שבעת ביצוען ריחף מעל ראשו עונש מאסר בר הפעלה. חרף האמור לעיל, כבר נאמר לא אחת כי הרתעת הציבור אינה חזות הכל ו -\""יש לשקול כל מקרה על פי נסיבותיו המיוחדות ונסיבותיו האישיות של הנאשם כאינדיבידואל ולאזן בצורה ראויה ביניהן לבין מדיניות הענישה האמורה\"". (עפ\""ת 1267-05-16 חיזגילוב נ' מדינת ישראל [פורסם בנבו]). כפי שעולה מתסקיר שירות המבחן האחרון שהוגש בעניינו, כיום הנאשם נמצא במקום שונה מזה שהיה בתחילת ההליך שהתנהל נגדו. הנאשם משתף פעולה, משקיע בניסיונות לשפר את חייו וחיי משפחתו. על כן, בנסיבות קונקרטיות אלה, אני סבור שיש להושיט לו יד ולו בשל הסיכוי לשיקומו ומניעת חזרתו לדפוס עברייני. יפים לעניינו הדברים שקבע בית המשפט העליון ברע\""פ 262/14 נאשף נ' מדינת ישראל [פורסם בנבו]: שירות המבחן שהיינו הגורם המקצועי נפגש עם הנאשם מספר פעמים, הגיש 2 תסקירים חיובים בעניינו של הנאשם וגיבש בסופו של דבר המלצה טיפולית שיקומית. ביום 16.11.17 הגיש שירות המבחן לתיק של בית המשפט, תסקיר מסכם ובצדו המלצה חיובית. שירות המבחן המליץ על הארכת עונש המאסר המותנה, תוך הטלת צו מבחן אשר במסגרתו ימשיך להשתתף בקבוצה טיפולית. וזאת בצירוף לעונשים נלווים נוספים, לרבות עבודות""",train
"נפל ב\כ הנאשם לכדי טעות בסוברו כי רשלנותו היחידה של הנאשם הינה הטעות הטראגית של לחיצה על דוושת הגז במקום על דוושת הבלם. לא ולא! הנאשם היה מצוי תחת השפעת סם, חרף זאת הוא החליט שהוא מסוגל לנהוג. רשלנות זו איננה רשלנות רגעית. כל רגע ורגע בו נהג הנאשם הוא התרשל ולקח סיכון עצום שלדאבון הלב התממש. החלטה אומללה זו יחד עם טעותו הרגעית מובילות למסקנה כי הנאשם נהג ברמת רשלנות גבוהה. חומרה נוספת לנסיבותיו של הנאשם טמונה בעובדה שרק חצי שנה קודם לכן, גרם הנאשם לתאונת דרכים אחרת בה נחבל אדם חבלה של ממש אך הדבר לא הרתיע אותו מלשוב לסורו. לעניין רשלנות תורמת של הנפגעות, ברור מאליו שהאחריות לתאונה איננה על הולכות הרגל אשר כל שעשו היה שהלכו לתומן על המדרכה. כך גם, לא ניתן להתעלם מהפגיעות החמורות שנגרמו לנפגעות – אישה שנמחצה בהיותה בהריון מתקדם ושבעקבות כך, יולדה בניתוח חירום, סבלה במשך חודשים רבים ועברה סדרות של טיפולים ואשפוזים, לא יכולה הייתה לטפל בתינוקה שיולד ושנאלצה לשנות חייה מן הקצה אל הקצה. תינוק רך שעוד טרם לידתו עבר טראומה, יולד בניתוח חירום, נותק מאימו למשך חודשים וסובל מהשלכות עד היום ואישה צעירה אשר נזקקה לעזרת הזולת בביצוע פעולות בסיסיות העושה רבות לשם החלמתה. הענישה הקבועה בסעיף 38(3) לפקודת התעבורה קובעת סנקציה של פסילת מינימום של 3 חודשים למי שגרם בנהיגתו חבלה של ממש לאחר ולכן יש לקבוע את הרף התחתון של המתחם מנתון זה (עפ\""ת (חי') 4955-04-20 קולר נ' מדינת ישראל, [ניתן ביום 08.06.20, פורסם בנבו]). תקופת הפסילה הנאותה שתוטל וכן קביעת עונש בדמות מאסר או צו של\""צ ייגזרו מרף הרשלנות, טיב החבלות""",train
"מאחורי סורג ובריח בו ייחשף לסביבה עבריינית. מנגד, הרשעה בעבירת הפקרת הנפגע מלמדת על פגם מוסרי שבית המשפט והחברה בכללותה מעוניינים להוקיע ובמצב אחר, ללא שיהוי ניכר בהגשת כתב האישום וללא נסיבותיו המשפחתיות החריגות של הנאשם, היה מקום לבחינת שליחת הנאשם אל מאחורי סורג ובריח כהבעת עמדה של בית המשפט על החוטאים בעבירה מכוערת זו. סופו של דבר, לאחר שנתתי את דעתי לנסיבות התאונה ותוצאותיה הקשות, רמת הרשלנות, הודאת הנאשם, החרטה שהביע, מצבם של ילדי הנאשם וחלוף הזמן הניכר עד הגשת כתב האישום כמו לחלוף הזמן עד היום בכלל, באתי לכלל מסקנה כי יש לגזור את עונשו של הנאשם ברף התחתון של מתחם העונש ההולם. משנאמר כל זאת, ולאחר שנשקלו כל השיקולים הרלוונטיים אשר צוינו לעיל, תוך עריכת איזון בין רכיבי הענישה השונים, אני מטיל על הנאשם את העונשים הבאים: מאסר בפועל למשך 9 חודשים, אשר ירוצה בעבודות שרות במשטרת חדרה. הנאשם יתייצב בתאריך 19.09.22 בשעה 08:00 במשרדי יחידת ברקאי – עבודות שירות – שלוחת צפון – סמוך לבית סוהר מגידו. מוסבר בזאת לנאשם כי במידה ולא יקיים את תנאי ההעסקה כדין או במידה ויפתח נגדו תיק כלשהו בעת עבודות השירות יכול ותוגש בקשה להפקעת עבודות השירות ובמקרה שכזה הוא עלול לרצות את יתרת תקופת המאסר בפועל. מאסר על תנאי של 6 חודשים למשך 3 שנים, והתנאי הוא שהנאשם לא יעבור מהיום על עבירות של גרימת תאונת דרכים שבצידה חבלות של ממש או הפקרה לאחר פגיעה או נהיגה בפסילה, עבירות לפי סעיפים 38(3), 67 , 64א(ב), לפקודת התעבורה. אני פוסל את הנאשם מלנהוג ו/או מלקבל ו/או מלהחזיק רישיון נהיגה לתקופה של 48 חודשים. הנאשם יפקיד את",train
"המבחן הודה שאת העבירות בתיק העיקרי ביצע תחת השפעת קוקאין. מנגד, שירות המבחן התרשם שהנאשם נזקק להתערבות טיפולית בתחום הגמילה מסמים וזאת על מנת להקטין את הסיכוי להישנות העבירות ואף המליץ לשלבו במסגרת שכזו, על אף שקודם לכן נמנע מלהמליץ כך בעניינו של הנאשם. לטעמי, אין בכך די כדי להוות הליך שיקומי שיצדיק חריגה מהמתחם אך יש בכך כדי להזיז מעט את הנאשם למטה בתוך המתחם וזאת, על מנת לעודד את הנאשם להמשיך בהליך גמילה ולתת לו נקודת אור בתקווה שישכיל הפעם להיגמל לתמיד. הנאשם נתון במעצר מאחורי סורג ובריח כמעט תשעה חודשים כאשר ידוע שתנאי המעצר קשים הם מתנאי מאסר, וודאי בעת החירום בה מצויה המדינה. הנאשם אב לשני תינוקות רכים ששליחתו לתקופת מאסר ארוכה תשפיע וודאי גם עליהם. מנגד, ככל שהנאשם ישכיל להיגמל אפילו בין כתלי הכלא, להחלטה אמיצה זו תהא השפעה מיטיבה גם על ילדיו. בעניינן זה, לקחתי בחשבון גם את עמדת המתלוננת כפי שהובעה בפני שירות המבחן. הנאשם הודה במיוחס לו בהזדמנות הראשונה, לקח אחריות מלאה על מעשיו, צירף שני תיקים נוספים והודה גם בהם וחסך זמן שיפוטי יקר. בנסיבות אלה, מצאתי שיש לחפוף את עונש המאסר המותנה בחלקו. אשר לרכיב כספי, מאחר שהנאשם מצוי במאסר תקופה ארוכה, מצבו הכלכלי לא טוב, הוא כאמור אב לשני תינוקות ומגדל ילדה נוספת, בנוסף להתחייבות שהמאשימה מבקשת להפעיל, אינני סבור שיש מקום להשית עליו רכיב כספי נוסף. סופו של דבר, לאור התנהלותו של הנאשם, החזרתיות על העבירות בהן הורשע זה מכבר, הפגיעה בערכים המוגנים והעובדה שעונש מאסר מותנה לא הרתיע אותו מלחזור לסורו, אני מוצא לנכון למקם את עונשו של הנאשם מתחת לאמצע המתחם לצד",train
"נ' ירין ביטון, (ניתן בתאריך 14.02.21 [פורסם בנבו]): \עבירות נשק לסוגיהן היו זה מכבר למכת מדינה. האיסורים על עבירות כאמור באים להגן על ערכים חברתיים שכוללים שמירה על חיי אדם ועל שלמות גופו, וכן שמירה על סדרי חיים תקינים ושלווים שאינם מופרעים על ידי איש האוחז באקדח, ברובה, או בתת-מקלע. יתירה מכך: עסקינן באיסורים על מעשי הכנה לקראת ביצועם של מעשים פליליים חמורים ומסוכנים עד-מאד, אשר נעשים באמצעות כלי ירייה ואשר כוללים איומים, תקיפה, ירי במקום מגורים, גרימת חבלה והמתה. בדרך כלל, מעשי הכנה שאינם מגיעים כדי ניסיון לעבור עבירה פלילית אינם בני עונשין; ואולם, לא כך הוא כאשר מדובר במעשי הכנה שחומרתם מגיעה כדי סיכון ממשי וחמור לפרט ולחברה כאחד (ראו: ש\""ז פלר יסודות בדיני עונשין 52-48 (כרך ב', תשמ\""ז)). על מעשי הכנה כאלה נענשים בחומרה, ואין זה מקרי שעצם הרכישה או ההחזקה של כלי נשק בלא רשות על פי דין להחזקתו גוררת אחריה עונש מרבי של שבע שנות מאסר, כאמור בסעיף 144(א) לחוק העונשין. עונש זה ועונשים אחרים, שחלקם חמורים אף יותר, אשר מוטלים על עברייני נשק, מהווים חלק ממלחמתה הבלתי מתפשרת של החברה בנגע ששמו זילות חיי אדם והקלות הבלתי נסבלת של הלחיצה על ההדק (ראו דברי השופט י' אלרון בע\""פ 4406/19 מדינת ישראל נ' סובח [פורסם בנבו] (5.11.2019) (להלן: עניין סובח))...הטלת עונשים חמורים ומרתיעים על עברייני נשק היא עיקר תרומתם של בתי המשפט למיגור התופעה ולהרחקת העבריין עם האקדח משגרת חייהם של אזרחי מדינה שומרי חוק...\"". ערכים אלו עליהם עמדתי כולם נמצאים בסיכון ממשי מקום בו מחזיק הנאשם בנשק מסוג תת מקלע כמפורט בכתב האישום המתוקן, אפילו אם אקבל את טענת באת""",train
"המתבטאים בנהיגה בפסילה, עת מרחף מעל ראשו עונש מאסר מותנה בר הפעלה של 6 חודשים, מלמדים על העוצמה הרבה של הפגיעה בערך החברתי המוגן. עובדה זו מעידה על הזלזול אותו מפגין הנאשם כלפי החלטות בית משפט, וזאת מקום בו יכול היה הנאשם בנקל להימנע מביצוע העבירות. בחינת הענישה הנוהגת בעבירות של התפרצות לרכב וגניבה מרכב, מלמדת שבתי המשפט קבעו מתחמי עונש כמפורט להלן: בת\פ (מח' ב\""ש) 26415-11-17 מדינת ישראל נ' אבו סולב [פורסם בנבו] (23.10.18) נקבע מתחם עונש הנע בין 10-24 חודשי מאסר בפועל (כולל עבירה של ניסיון תקיפה כדי להתנגד ללכידה); בעפ\""ג (מח' י-ם) 64190-02-19 אלדרס נ' מדינת ישראל [פורסם בנבו] (1.5.19), נקבע מתחם עונש החל ממספר חודשי מאסר לריצוי בעבודות שירות ועד לשנת מאסר בפועל; בעפ\""ג (מח' חי') 20738-08-14 מדינת ישראל נ' אבו חאטום [פורסם בנבו] (27.8.14) נקבע מתחם עונש הנע בין 6-12 חודשי מאסר; בעפ\""ג (מח' חי') 36927-07-14 אוחיון נ' מדינת ישראל [פורסם בנבו] (2.10.14) נקבע מתחם עונש החל ממאסר מותנה ועד למספר חודשי מאסר. נוכח כל האמור, אני קובע שמתחם העונש ההולם את נסיבות ביצוע העבירה של פריצה לרכב בכוונה לגנוב וגניבה בצוותא, תוך גרימת נזק לחלון הרכב נע מעבודות שירות ברף הנמוך ועד ל-14 חודשי מאסר בפועל. בפסיקה בעבירות של נהיגה בפסילה נקבע שמתחם העונש ההולם נע בין מאסר בפועל של 6 חודשים ועד למאסר בפועל של 20 חודשים. לעניין זה ראו רע\""פ 576/21 עלי סלים מסארווה נ' מ\""י, רע\""פ 5959/20 מחמוד בדוסי נ' מ\""י, רע\""פ 851/20 דן טוטנגי נ מ\""י, רע\""פ 4934/19 ג'יהאד סאלם נ' מ\""י, רע\""פ 5635/19 אליאור יעקובוב נ' מ\""י שם נקבע ע\""י בית המשפט העליון: \""לטעמי, מעשים""",train
"של תושבי המדינה, ובין אם מחמת שנגרמות תאונות בזמן השימוש בנשק. ביהמ\ש העליון חזר, הזכיר והדגיש את החומרה היתרה הנלמדת ממעשי הנאשמים כדלהלן: \""החזקת נשק שלא כדין מאיימת על שלום הציבור ובטחונו .... לנוכח היקפן המתרחב של עבירות המבוצעות בנשק, הזמינות הבלתי נסבלת של נשק בידי מי שאינו מורשה לכך, מהווה כאמור סיכון של ממש ומגבירה את הסיכון לביצוע עבירות חמורות נוספות ..... כמו גם לאסונות נוראיים. יעידו על כך ריבוי המקרים במגזר הערבי בעת האחרונה, כאשר אזרחים תמימים – כמו ילד רך בשנים ועלמה צעירה – נפגעים ואף מוצאים את מותם בביתם-מבצרם או בגן השעשועים, כל זאת כתוצאה משימוש בנשק של אחרים. מציאות קשה זו מחייבת לנקוט ביד מחמירה כלפי מעורבים בעבירות נשק, אף אם הם נעדרי עבר פלילי ... ענייננו ב\""מכת מדינה\"" שהצורך להילחם בה על מנת להגן על הציבור, מצריך מענה הולם והטלת עונשי מאסר משמעותיים ..ידע כל מי שמחזיק בנשק בלתי חוקי כי צפוי הוא להיענש בחומרה, בבחינת \""אם מחזיקים – למאסר נשלחים. לא למותר להזכיר כי המחוקק מצא לעגן בהוראת שעה עונשי מינימום לעבירות נשק, כך שהעונש שיושת על מבצעיהן יתחיל מרבע העונש המרבי שנקבע לעבירה, אלא אם החליט בית המשפט מטעמים מיוחדים להקל בעונש (סעיף 144(ז) לחוק העונשין, וראו חוק העונשין (תיקון מס' 140 - הוראת שעה), התשפ\""ב-2021, ס\""ח 472;\"" (ע\""פ 2482/22 מדינת ישראל נ' אחמד קדורה (14.04.22)). עמדת בית המשפט העליון היא שעל בתי המשפט לתרום את חלקם במיגור תופעה מסוכנת זו על דרך של החמרת הענישה עם מי שמחזיק בנשק שלא כדין. כך גם תיקון 140 לחוק העונשין קבע עונש מינימום ביחס לעבירה בה הורשע הנאשם בהליך זה""",train
"תובא סקירת ההלכות שנקבעו: בע\פ 4387/20 מדינת ישראל נ' דרור (8.2.2021) נכתב: בעפ\""ג (מרכז) 72782-12-18 אדרי נ' מדינת ישראל (29.10.19) נאמר: בע\""פ 8713/21 דור בן חמו נ' מדינת ישראל (07.06.22) – הורשע הנאשם בבית משפט קמא, על סמך הודאתו, בעבירות של ייצור הכנה והפקת סם מסוכן, החזקת סם מסוכן שלא לצריכה עצמית, החזקת כלים ונטילת חשמל. הנאשם החזיק בבית 153 שתילים במשקל של 52.1 ק\""ג נטו. בית המשפט קמא קבע מתחם עונש הולם הנע בין 16 ל-36 חודשי מאסר בפועל והשית על הנאשם עונש בן 16 חודשים. בית המשפט העליון קיבל את ערעור ההגנה על חומרת העונש והשית על הנאשם עונש של 9 חודשי מאסר בפועל שירוצו בעבודות שירות, ובתוך כך הדגיש כי ההקלה בעונש מתבססת על הליך השיקום המשמעותי ונסיבותיו האישיות של הנאשם, וכי הוא אינו חולק כלל ועיקר על מדיניות הענישה שנקבעה על ידי בית משפט קמא. בע\""פ 6162/21 ניסים אזיזוב נ' מדינת ישראל (09.03.22) הורשע הנאשם בבית משפט קמא, על סמך הודאתו במסגרת הסדר טיעון, בעבירות של ייצור הכנה והפקת סם מסוכן, החזקת סם מסוכן שלא לצריכה עצמית ונטילת חשמל מים או גז. הנאשם הצטייד במכשירים למדידת לחות, מאוררים, מערכת השקיה, חומרי דישון, מערכת חשמל וגופי תאורה. הנאשם גידל כ-255 שתילי קנבוס במשקל של 70 ק\""ג. בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 25 ל-50 חודשי מאסר בפועל והשית על הנאשם עונש בן 28 חודשים לצד ענישה נלווית. ערעור שהוגש מטעם ההגנה לבית המשפט העליון על חומרת העונש התקבל, תוך שהודגש כי ברגיל העונש שהושת על הנאשם לא היה מצדיק התערבות ערכאת הערעור. ואולם בית המשפט ציין כי נוכח נסיבות חריגות""",train
"אולם לצד הכלל הקבוע בסעיף 32 לחוק העונשין לפיו העונש על עבירת סיוע יהא מחצית מהעונש הקבוע בחיקוק בגין ביצוע העבירה העיקרית, הבהירו בתי המשפט לא פעם כי אין להקפיד על קיומו של יחס זה באורח דווקני וכי בהחלט תיתכנה סטיות ממנו בשים לב לנסיבותיו של המקרה הספציפי (ע\פ 1438/14 בראזי נ' מדינת ישראל (26.03.14), ע\""פ 4463/12 ארנבורג נ' מדינת ישראל (13.9.2012)). על כן ולאור כל האמור לעיל, בהתחשב בשיקולים האמורים ובנסיבות המקרה דנא, אני קובע כי מתחם העונש ההולם ביחס לעבירות בהן הורשעה הנאשמת, הינו ממספר חודשי מאסר בפועל בודדים, לביצוע בעבודות שירות, ועד 10 חודשי מאסר בפועל (ת\""פ (מחוזי ת\""א) 1698-01-20 מדינת ישראל נ' רותם (11.07.21)) לצד ענישה נלווית. על שיקולי ענישה, עמד בהרחבה כב' בית המשפט העליון בע\""פ 11699/05 סרפו נ' מ\""י (23/6/08): \""ביסוד הענישה אינו עומד שיקול אחד ויחיד, אלא מכלול של שיקולים. במלאכת הענישה בכל מקרה ומקרה חייב השופט למצוא את המשקל הראוי שיש להעניק לכל אחד מהשיקולים הנזכרים, תוך שהוא מודע לכך כי לעיתים קרובות שיקול אחד בא על חשבונו של שיקול אחר. מכאן, שהעונש אשר מוטל בסופו של דבר על הנאשם, אינו אלא תוצאה \""משוקללת\"" – אם תרצה פשרה – של השיקולים השונים שיש להביאם בחשבון. מלאכת \""שקלול\"" זו אינה מלאכה מדעית, אך היא אף אינה מלאכה שרירותית. היא ענין שבשיקול דעת, הנעשה על הרקע הכללי והאינדיבידואלי, במסגרת המדיניות העונשית הכללית כפי שהיא מתבצעת על-ידי בתי-המשפט\"" (ע\""פ 212/79 פלוני נ' מדינת ישראל, פ\""ד לד(2) 421, 434 (1979))....\"". בענייננו, כפי שעלה מתסקירי שירות המבחן, הנאשמת חוותה נסיבות אישיות ומשפחתיות מורכבות והיא אם לקטינה, אשר תיפגע גם היא מעונש מאסר שיוטל""",train
"המובן מאליו: בית משפט שמקל בעונשו של עבריין נשק מכביד על החברה שנאלצת להגן על עצמה –על כל בניה ובנותיה – מעברייני נשק. במילים פשוטות יותר, בהן השתמשתי בתוארי את מדיניות הענישה הראויה ביחס לעבירות מין, עסקינן במשחק-סכום-אפס: בית משפט שמרחם על העבריין אינו מרחם על הקורבן הבא\(ע\""פ 5602/22 מדינת ישראל נ' פלוני, פסקה 15 (14.9.22); ראו גם ע\""פ 4103/22 מדינת ישראל נ' מוחמד אמון, פסקה 9 (6.11.22). כאמור, בתי המשפט בכלל ובית המשפט העליון בראשם, קבעו מדיניות ענישה מחמירה ביחס לכל מי שעובר עבירות בנשק. מדיניות מחמירה זו הינה פועל יוצא של ריבוי המקרים שבהם נעשה שימוש בנשק המוחזק שלא כחוק המסכן חיי אדם. לאחרונה, אנו עדים לקריאות של בתי המשפט בכל הערכאות, להעלות את רף הענישה בעבירות הנשק לסוגיהן. כפי שנאמר בעפ\""ג (חי') 23517-02-20 מדינת ישראל נ' אלכילאני [פורסם בנבו] (28.07.20): \""מגמת החמרה זו ניכרת במיוחד בפסיקה מן התקופה האחרונה, החמרה אשר באה לידי ביטוי, בין היתר, בכך שהסף התחתון של מתחם הענישה בעבירה של החזקת נשק שלא כדין, גם כאשר הנאשם נעדר עבר פלילי, עולה על תשעה חודשי מאסר, דהיינו, פרק זמן אשר אינו מאפשר ריצוי עונש המאסר על דרך של עבודות שירות.\"" וכן בהמשך: \""אם נסכם את הדברים: גזר-דינו של בית-משפט השלום, שהסתפק בהטלת ענישה של שמונה חודשי מאסר לריצוי בעבודות שירות, אינו יכול לעמוד, וזאת בשים לב לחומרת העבירה של החזקת נשק שלא כדין, ופוטנציאל הסיכון הטמון בהחזקת הנשק ללא היתר, עבירה שהפכה ל\""מכת מדינה\"", והביאה למגמת החמרה בפסיקה כשבית המשפט נקרא להירתם למאבק בעבירה זו.\"" ומן הכלל אל הפרט, סקירת מדיניות הענישה הנהוגה בעבירת החזקת נשק מלמדת על טווח ענישה""",train
