case_id,paragraph_text,sentence_text,speaker1,speaker2,pred_label,pred_confidence,votes
"ת""פ 35299-09-23 ",התביעה עתרה להכריז על הנאשם סוחר סמים ולחלט את הכספים שנתפסו בחזקתו בעת מעצרו.,התביעה עתרה להכריז על הנאשם סוחר סמים ולחלט את הכספים שנתפסו בחזקתו בעת מעצרו.,שופט,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 35299-09-23 ","התביעה עתרה לפסילת רישיון נהיגה בפועל ועל תנאי, לאור שימוש ברכב לביצוע עבירות סמים.","התביעה עתרה לפסילת רישיון נהיגה בפועל ועל תנאי, לאור שימוש ברכב לביצוע עבירות סמים.",שופט,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 35299-09-23 ",התביעה עתרה לגזור את עונשו של הנאשם בחלקו הבינוני של המתחם; להפעיל את המאסר המותנה בן 6 חודשים במצטבר לעונש שיוטל; מאסרים מותנים מרתיעים; פסילה בפועל ועל תנאי של רישיון הנהיגה; הפעלת פסילה מותנית בת 12 חודשים במצטבר לכל פסילה שתושת עליו; קנס משמעותי; התחייבות להימנע מעבירה; חילוט הכסף שנתפס על הנאשם.,התביעה עתרה לגזור את עונשו של הנאשם בחלקו הבינוני של המתחם; להפעיל את המאסר המותנה בן 6 חודשים במצטבר לעונש שיוטל; מאסרים מותנים מרתיעים; פסילה בפועל ועל תנאי של רישיון הנהיגה; הפעלת פסילה מותנית בת 12 חודשים במצטבר לכל פסילה שתושת עליו; קנס משמעותי; התחייבות להימנע מעבירה; חילוט הכסף שנתפס על הנאשם.,שופט,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 35299-09-23 ","ההגנה טענה, כי הנאשם סחר בסמים במשקלים ""מזעריים"", וכי התשלום שהועבר לא היה על הצד הגבוה.","ההגנה טענה, כי הנאשם סחר בסמים במשקלים ""מזעריים"", וכי התשלום שהועבר לא היה על הצד הגבוה.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","ההגנה טענה, כי לחובת הנאשם הרשעה אחת בלבד בעבירה של החזקת סמים שלא לצריכה עצמית במשקל נמוך.","ההגנה טענה, כי לחובת הנאשם הרשעה אחת בלבד בעבירה של החזקת סמים שלא לצריכה עצמית במשקל נמוך.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","ההגנה ביקשה לקחת בחשבון את נסיבותיו האישיות של הנאשם – כבן 25; צעיר אשר התחתן לאחרונה ואשתו עברה ""לידה שקטה""; גדל במשפחה מעוטת יכולת; לנאשם 16 אחים מאימהות שונות.","ההגנה ביקשה לקחת בחשבון את נסיבותיו האישיות של הנאשם – כבן 25; צעיר אשר התחתן לאחרונה ואשתו עברה ""לידה שקטה""; גדל במשפחה מעוטת יכולת; לנאשם 16 אחים מאימהות שונות.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","ההגנה טענה, כי במקרים חמורים יותר, קובעים ענישה נמוכה יותר מזו שאליה עתרה התביעה.","ההגנה טענה, כי במקרים חמורים יותר, קובעים ענישה נמוכה יותר מזו שאליה עתרה התביעה.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ",ההגנה עתרה למתחם ענישה הנע בין 6 ועד 13 חודשי מאסר בפועל.,ההגנה עתרה למתחם ענישה הנע בין 6 ועד 13 חודשי מאסר בפועל.,שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","ההגנה עתרה לגזור את עונשו של הנאשם בחלקו התחתון של המתחם, או לכל היותר בחלקו האמצעי, לאור הרשעתו הקודמת בעבירת סמים.","ההגנה עתרה לגזור את עונשו של הנאשם בחלקו התחתון של המתחם, או לכל היותר בחלקו האמצעי, לאור הרשעתו הקודמת בעבירת סמים.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ",ההגנה עתרה להפעיל את המאסר המותנה כך שלפחות מחציתו תהיה בחופף.,ההגנה עתרה להפעיל את המאסר המותנה כך שלפחות מחציתו תהיה בחופף.,שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","ההגנה טענה, כי העונש ההולם הוא 9 חודשי מאסר, ולאחר הפעלת המאסר המותנה – 12 חודשי מאסר.","ההגנה טענה, כי העונש ההולם הוא 9 חודשי מאסר, ולאחר הפעלת המאסר המותנה – 12 חודשי מאסר.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ",ההגנה ביקשה להתחשב בנאשם לעניין הקנס ופסילת רישיון הנהיגה.,ההגנה ביקשה להתחשב בנאשם לעניין הקנס ופסילת רישיון הנהיגה.,שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ","בדברו האחרון של הנאשם מסר, כי הוא אינו רוצה לעבור עוד עבירות והוא מעוניין לפתוח ""דף חדש"". הוא יודע ששגה ומצטער על מעשיו. הוא נשוי ללא ילדים.","בדברו האחרון של הנאשם מסר, כי הוא אינו רוצה לעבור עוד עבירות והוא מעוניין לפתוח ""דף חדש"". הוא יודע ששגה ומצטער על מעשיו. הוא נשוי ללא ילדים.",שופט,,הגנה,1.0,הגנה|הגנה|הגנה|הגנה|הגנה
"ת""פ 35299-09-23 ",העבירות שעבר הנאשם חמורות.,העבירות שעבר הנאשם חמורות.,שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ",המדובר בשתי עבירות של סחר בסם מסוכן מסוג קוקאין.,המדובר בשתי עבירות של סחר בסם מסוכן מסוג קוקאין.,שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","בכך, יצר הנאשם פוטנציאל לפגיעה ממשית בשלום הציבור, במרקם החיים התקין בחברה ובפריון בעבודה, שכן אין צורך להכביר מילים בדבר השפעת שימוש בסמים מסוכנים על תפקודם של צרכני הסם.","בכך, יצר הנאשם פוטנציאל לפגיעה ממשית בשלום הציבור, במרקם החיים התקין בחברה ובפריון בעבודה, שכן אין צורך להכביר מילים בדבר השפעת שימוש בסמים מסוכנים על תפקודם של צרכני הסם.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","לענין זה, ראו ע""פ 6029/03 מדינת ישראל נ' שמאי פ""ד נח(2) 734:","לענין זה, ראו ע""פ 6029/03 מדינת ישראל נ' שמאי פ""ד נח(2) 734:",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הקוקאין הוא אחד הסמים הגורמים להתמכרות החזקה ביותר. בעקבות הפסקת השימוש בקוקאין חלים שינויים ברורים בהתנהגות המשתמש כגון תחושת נמנמת, חוסר שקט, חרדה, דיכאון, וירידה בפעילות הגופנית. צרכני קוקאין בשלבי גמילה מעידים על כך שההתמכרות לסם השפיעה על התנהגותם במשך מספר שבועות, ואפילו חודשים, לאחר הפסקת השימוש בו. במקרים רבים דווחו על התפרצויות של התנהגויות היסטריות ופסיכוטיות או התקפי חרדה, דיכאון ופאניקה.","הקוקאין הוא אחד הסמים הגורמים להתמכרות החזקה ביותר. בעקבות הפסקת השימוש בקוקאין חלים שינויים ברורים בהתנהגות המשתמש כגון תחושת נמנמת, חוסר שקט, חרדה, דיכאון, וירידה בפעילות הגופנית. צרכני קוקאין בשלבי גמילה מעידים על כך שההתמכרות לסם השפיעה על התנהגותם במשך מספר שבועות, ואפילו חודשים, לאחר הפסקת השימוש בו. במקרים רבים דווחו על התפרצויות של התנהגויות היסטריות ופסיכוטיות או התקפי חרדה, דיכאון ופאניקה.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הוסף לאמור, הפגיעה הכלכלית במדינה ובציבור בכללותו, היות שמדובר בעסקאות כספיות שכולן אינן מדווחות; לא נגבה מהן מס והן משמשות, בין היתר, למימון פעילות עבריינית או פעילות שלילית אחרת.","הוסף לאמור, הפגיעה הכלכלית במדינה ובציבור בכללותו, היות שמדובר בעסקאות כספיות שכולן אינן מדווחות; לא נגבה מהן מס והן משמשות, בין היתר, למימון פעילות עבריינית או פעילות שלילית אחרת.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הגם שתיאום העסקאות נעשה מול המעורב הנוסף – ודים, הרי עולה מכתב האישום, כי הנאשם הוא שסיפק את הסמים בכל אחת מהעסקאות והנאשם הוא זה שבסופו של דבר, קיבל את הכסף לידיו.","הגם שתיאום העסקאות נעשה מול המעורב הנוסף – ודים, הרי עולה מכתב האישום, כי הנאשם הוא שסיפק את הסמים בכל אחת מהעסקאות והנאשם הוא זה שבסופו של דבר, קיבל את הכסף לידיו.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","ברשות הנאשם או בשליטתו היה סם מסוכן מסוג קוקאין, זמין, יום אחר יום.","ברשות הנאשם או בשליטתו היה סם מסוכן מסוג קוקאין, זמין, יום אחר יום.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ",העבירות שעבר הנאשם חמורות.,העבירות שעבר הנאשם חמורות.,שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ",המדובר בשתי עבירות של סחר בסם מסוכן מסוג קוקאין.,המדובר בשתי עבירות של סחר בסם מסוכן מסוג קוקאין.,שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","בכך, יצר הנאשם פוטנציאל לפגיעה ממשית בשלום הציבור, במרקם החיים התקין בחברה ובפריון בעבודה, שכן אין צורך להכביר מילים בדבר השפעת שימוש בסמים מסוכנים על תפקודם של צרכני הסם.","בכך, יצר הנאשם פוטנציאל לפגיעה ממשית בשלום הציבור, במרקם החיים התקין בחברה ובפריון בעבודה, שכן אין צורך להכביר מילים בדבר השפעת שימוש בסמים מסוכנים על תפקודם של צרכני הסם.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","לענין זה, ראו ע""פ 6029/03 מדינת ישראל נ' שמאי פ""ד נח(2) 734:","לענין זה, ראו ע""פ 6029/03 מדינת ישראל נ' שמאי פ""ד נח(2) 734:",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הקוקאין הוא אחד הסמים הגורמים להתמכרות החזקה ביותר. בעקבות הפסקת השימוש בקוקאין חלים שינויים ברורים בהתנהגות המשתמש כגון תחושת נמנמת, חוסר שקט, חרדה, דיכאון, וירידה בפעילות הגופנית. צרכני קוקאין בשלבי גמילה מעידים על כך שההתמכרות לסם השפיעה על התנהגותם במשך מספר שבועות, ואפילו חודשים, לאחר הפסקת השימוש בו. במקרים רבים דווחו על התפרצויות של התנהגויות היסטריות ופסיכוטיות או התקפי חרדה, דיכאון ופאניקה.","הקוקאין הוא אחד הסמים הגורמים להתמכרות החזקה ביותר. בעקבות הפסקת השימוש בקוקאין חלים שינויים ברורים בהתנהגות המשתמש כגון תחושת נמנמת, חוסר שקט, חרדה, דיכאון, וירידה בפעילות הגופנית. צרכני קוקאין בשלבי גמילה מעידים על כך שההתמכרות לסם השפיעה על התנהגותם במשך מספר שבועות, ואפילו חודשים, לאחר הפסקת השימוש בו. במקרים רבים דווחו על התפרצויות של התנהגויות היסטריות ופסיכוטיות או התקפי חרדה, דיכאון ופאניקה.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הוסף לאמור, הפגיעה הכלכלית במדינה ובציבור בכללותו, היות שמדובר בעסקאות כספיות שכולן אינן מדווחות; לא נגבה מהן מס והן משמשות, בין היתר, למימון פעילות עבריינית או פעילות שלילית אחרת.","הוסף לאמור, הפגיעה הכלכלית במדינה ובציבור בכללותו, היות שמדובר בעסקאות כספיות שכולן אינן מדווחות; לא נגבה מהן מס והן משמשות, בין היתר, למימון פעילות עבריינית או פעילות שלילית אחרת.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","הגם שתיאום העסקאות נעשה מול המעורב הנוסף – ודים, הרי עולה מכתב האישום, כי הנאשם הוא שסיפק את הסמים בכל אחת מהעסקאות והנאשם הוא זה שבסופו של דבר, קיבל את הכסף לידיו.","הגם שתיאום העסקאות נעשה מול המעורב הנוסף – ודים, הרי עולה מכתב האישום, כי הנאשם הוא שסיפק את הסמים בכל אחת מהעסקאות והנאשם הוא זה שבסופו של דבר, קיבל את הכסף לידיו.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 35299-09-23 ","ברשות הנאשם או בשליטתו היה סם מסוכן מסוג קוקאין, זמין, יום אחר יום.","ברשות הנאשם או בשליטתו היה סם מסוכן מסוג קוקאין, זמין, יום אחר יום.",שופט,,שופט,1.0,שופט|שופט|שופט|שופט|שופט
"ת""פ 9804-01-24 ","ב""כ המאשימה, עו""ד יעל גבעוני, עמדה על נסיבות ביצוע העבירות בארבעת כתבי האישום והתייחסה למכלול הערכים המוגנים שנפגעו תוך שעתרה לקבוע מתחם נפרד לגבי כל כתב אישום.","ב""כ המאשימה, עו""ד יעל גבעוני, עמדה על נסיבות ביצוע העבירות בארבעת כתבי האישום והתייחסה למכלול הערכים המוגנים שנפגעו תוך שעתרה לקבוע מתחם נפרד לגבי כל כתב אישום.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.","אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.",הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי.,תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.","מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.","אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.",ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית.,תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.",עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף.,תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
"ת""פ 9804-01-24 ","בטיעוניה עמדה על פוטנציאל הפגיעה בחיי אדם הטמון בעבירות, הן בהפצת הסמים והן בשימוש בדרך תחת השפעת סמים. אשר לתיק העיקרי, עתרה למתחם עונש שנע בין 36 ל- 60 חודשי מאסר. הדגישה שהעבירות בתיק זה בוצעו בזמן שהיה הנאשם משולב בבית משפט קהילתי. מכירת הסמים בוצעה באותה שיטתיות, באמצעות יישומן הטלגרם תוך שימוש ברכב להפצת הסמים. אשר לתיק השני, ביקשה ב""כ המאשימה לקבוע מתחם שנע בין 18 ל- 36 חודשי מאסר. ביקשה לראות בחומרה רבה את חלוקת הסמים במקומות שונים בבית. עוד הפנתה לכך שהנאשם מכר בארבעה הזדמנויות סמים לאנשים שונים בעבור בצע כסף. אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין כל אחד מהם, מתחם שנע בין 4 ל- 12 חודשי מאסר.","אשר לתיקים השלישי והרביעי, עתרה לקבוע בגין each one.",תביעה,,תביעה,1.0,תביעה|תביעה|תביעה|תביעה|תביעה
